jellycatsizeid,jellycatid,jellycatname,size,height,width,price,stock,datecreated
a537da6a-12bb-4a7b-96d9-652062c442f9,ad6f1ce6-14d1-47ea-805b-37c65500713c,Golden Dragon Bag Charm,ONE SIZE,5.0,9.0,28.0,In Stock,2024-01-10 08:28:52
6369a05d-870f-407e-8ee1-ca4830f699e0,13a049d1-81ce-4232-98c3-0d187ea2db5f,Lavender Dragon Bag Charm,ONE SIZE,5.0,9.0,28.0,In Stock,2024-01-10 08:28:54
f8030ef5-90ba-45ab-9e9d-1e239c4c90c7,e9be1d0f-b1ba-4c72-a84e-3239949a2c02,Little Dragon Bag Charm,ONE SIZE,7.0,2.0,23.0,In Stock,2024-01-10 08:28:55
305be7e9-73df-4962-909d-a44e151081f9,773173e4-3a6e-4261-bc48-a69a6516ca96,Rose Dragon Bag Charm,ONE SIZE,5.0,9.0,28.0,In Stock,2024-01-10 08:28:57
fb7a06f6-9b80-440b-be0a-ef1d3712c774,045d31d7-81c0-40a6-a6bc-45df3a51215f,Snow Dragon Bag Charm,ONE SIZE,5.0,9.0,28.0,In Stock,2024-01-10 08:28:58
c5fc3be0-d843-4789-a757-d9f32236f8e9,bd614a33-069e-42af-8046-c5b44aeb1828,Aimee Sheep,ONE SIZE,8.0,9.0,40.0,In Stock,2024-01-10 08:29:00
f349b221-d713-499a-bd98-a20db7ee6fe0,c67053ac-ca0d-4230-819b-18d22cca84ab,Bashful Red Love Heart Bunny,MEDIUM,12.0,5.0,32.0,In Stock,2024-01-10 08:29:02
c8c9d5ae-c5ba-43ea-9444-de3ae3bf8d2b,c67053ac-ca0d-4230-819b-18d22cca84ab,Bashful Red Love Heart Bunny,SMALL,7.0,4.0,25.0,In Stock,2024-01-10 08:29:02
4d743345-f18e-427d-980e-afb9289ec36b,5bf2dd7c-ef7c-4920-8952-027418e42f56,Fabian Frog Prince,ONE SIZE,9.0,8.0,40.0,In Stock,2024-01-10 08:29:03
c9f9086f-8ea5-41a8-ac57-07e53baa83ab,847ce978-cdff-44e0-8f02-b25a5afef204,Loulou Love Bug,ONE SIZE,2.0,5.0,20.0,In Stock,2024-01-10 08:29:05
39d7e923-a895-46a2-ae71-c75c10adcaf5,eb4977a0-ff07-4933-8e7e-12fb624550fd,Amore Bunny,MEDIUM,10.0,7.0,40.0,In Stock,2024-01-10 08:29:07
f99fa96a-17e6-4802-bae7-b4ed505da934,4e0c3660-803a-4c03-82ab-e862350fa11b,Bibbly Bobbly Sheep,ONE SIZE,14.0,9.0,55.0,In Stock,2024-01-10 08:29:10
7c3b3bf2-bfad-40bc-9707-979239fe078c,3330026b-e610-42e9-9bc0-73ef91c5ff30,Brynlee Bee,ONE SIZE,5.0,6.0,28.0,In Stock,2024-01-10 08:29:12
d930494a-405b-46e0-94be-78c858f60818,7b6778e2-684d-4a02-9aa5-fdf878c3d289,Bartholomew Bear Bathrobe,MEDIUM,10.0,5.0,45.0,In Stock,2024-01-10 08:29:14
1207b83c-398c-4ff9-ab84-fed58509bb40,2a973108-6061-4e21-8525-4495021befbc,Bashful Duckling,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-10 08:29:17
221b1cdf-b063-4488-bdbb-85be62dac9c3,21030649-f862-4544-b450-3008cb52e4e5,Bashful Moss Bunny,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-10 08:29:20
0ead1a7b-169c-4a0a-ac0b-5d27403beb71,21030649-f862-4544-b450-3008cb52e4e5,Bashful Moss Bunny,SMALL,7.0,4.0,18.0,In Stock,2024-01-10 08:29:20
ecb9f5c8-6828-432c-b735-a3225fdcc4b0,14773878-a3ff-41bd-9efe-6141b175a348,Bashful Viola Bunny,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-10 08:29:22
f481d8dc-3181-4257-9c8d-bf76136af2ea,14773878-a3ff-41bd-9efe-6141b175a348,Bashful Viola Bunny,SMALL,7.0,4.0,18.0,In Stock,2024-01-10 08:29:22
3b99f259-39d3-4c0a-948c-744c5445a67b,4e464217-8e7a-44ec-9047-2e2db5ff0897,Bashful Bunny with Carrot,SMALL,7.0,4.0,28.0,In Stock,2024-01-10 08:29:25
c9f555f8-095e-4568-90c7-1245fd8ce492,bc8d1fd6-282f-4210-b0d6-5dde027c2f30,Bashful Bunny with Daffodil,SMALL,7.0,4.0,28.0,In Stock,2024-01-10 08:29:26
2aa5e8fa-490b-4c6d-867b-63d2fe6b5656,a2bd8b57-b8e8-42c4-926e-b3a2f7fce7ad,Lottie Fairy Bunny Book,ONE SIZE,7.0,7.0,15.0,In Stock,2024-01-10 08:29:29
b951ee7f-40d1-4fad-bf79-70a1b8a4f52d,b7d5b7ee-08a6-42d6-8683-d21251281375,Blossom Cherry Bunny,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-10 08:29:32
d58646f7-22f0-49c6-b811-ebf935a25616,b7d5b7ee-08a6-42d6-8683-d21251281375,Blossom Cherry Bunny,SMALL,7.0,4.0,18.0,In Stock,2024-01-10 08:29:32
5ac5dfa8-ca25-4122-ab59-6c04c5b73299,48d7d76f-46c3-4faa-be23-1f83c033144c,Dainty Dessert Bunny Macaron,ONE SIZE,5.0,5.0,28.0,In Stock,2024-01-10 08:29:34
3f18e43a-b3c9-4309-8bb4-c66b940c3217,e7337b2b-0273-405c-9753-780eac36d4ff,Lottie Bunny Fairy,ONE SIZE,11.0,3.0,32.5,In Stock,2024-01-10 08:29:36
a5d3391a-97e4-42fc-adb8-cb8028e90b34,e802a3ab-02ec-4786-bc41-48143edd0a6a,Messenger Bunny,ONE SIZE,7.0,5.0,32.5,In Stock,2024-01-10 08:29:38
d97e9af9-b1c5-4232-b0ff-00134ceff01f,f58ac29b-4a25-4675-9f21-25550b427177,Smudge Rabbit Big,BIG,6.0,17.0,75.0,In Stock,2024-01-10 08:29:42
f1488a15-3ca5-4721-b4df-68b264f306c2,a2a8cd57-9f33-4522-823e-c547436f9d12,Amore Corgi,MEDIUM,10.0,7.0,40.0,In Stock,2024-01-10 08:29:43
329acf96-a831-4803-86a9-f8ca13c6fbdb,4c117074-4cc1-4dae-a867-4ff0519b6e85,Alexis Anglerfish,ONE SIZE,6.0,8.0,35.0,In Stock,2024-01-10 08:29:45
dae3a7e4-99a7-4ecf-ab1c-cecb5ab88738,b286c7c7-8285-4f21-bf66-7c57b10e291f,Bartholomew Bear Pumpkin,LARGE,14.0,8.0,55.0,In Stock,2024-01-10 08:29:47
73087b4c-bf0a-4225-b01d-214df1963195,b5ea6c86-278f-416f-ae66-65026aa083f4,Bashful Hedgehog,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-10 08:29:49
63b9f419-6672-4c29-98ab-6490e8a26ed1,3e27784d-a35a-4361-a81b-28955574a3ff,Bashful Pegasus,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-10 08:29:51
19be8ef7-1de7-4c95-a577-24422dbc2621,299e34eb-7e83-4377-bb75-6f921a34fce3,If I Were an Owl Board Book,ONE SIZE,6.0,6.0,13.5,In Stock,2024-01-10 08:29:52
a09e9c6c-4138-4c01-9573-c92af4df2f1a,85a85d28-bde1-49e4-beca-6a1d80845eb0,Betty Corgi Bag Charm,ONE SIZE,4.0,2.0,23.0,In Stock,2024-01-10 08:29:54
79373329-7e68-4836-a55e-bf5e6a91bd1b,f694098a-cb2e-4419-8d41-32c2d23f35c2,Rory Le Courageux Petit Lion Livre (The Very Brave Lion),ONE SIZE,9.0,9.0,15.0,In Stock,2024-01-10 08:29:55
28c0908c-7b2a-47fb-95a3-6d497b418e8a,6d7ec47a-dc7d-43e6-a442-822745016ba7,Lapin Timide Et Ses Petites Aventures Livre (Little Me),ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-10 08:29:57
e34e6644-e02a-48c5-b553-fe43900d1a51,a652b8bd-05da-4d52-958c-8d04f8bcac50,Lapin Timide Veille Sur Tes Nuits Livre (The Magic Bunny),ONE SIZE,7.0,7.0,15.0,In Stock,2024-01-10 08:29:59
7a6404cd-2bc0-4c1a-9224-23b581661eb5,d7efd5e8-1415-4341-a33c-8e2227cb5343,Lapin Timide Veut Grandir Livre (When I Am Big),ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-10 08:30:00
4eccd195-449d-4ba7-8f84-d05a9fd0096f,100cb5ac-86a3-4d8c-a74f-f62d0c726d4f,Bodacious Beak Parrot,ONE SIZE,9.0,4.0,30.0,In Stock,2024-01-10 08:30:02
e4301394-ddb1-4302-8836-125d70000669,9ea86f89-36b5-43a2-9bee-bc5f7dd8af85,Bodacious Beak Toucan,ONE SIZE,9.0,4.0,30.0,In Stock,2024-01-10 08:30:04
f3b2ae63-dd87-47f0-9197-ef5ce25555ea,50625b3d-5cf7-4289-b56f-00f9283ad6e4,Bryno Dino,ONE SIZE,12.0,6.0,55.0,In Stock,2024-01-10 08:30:05
c72fd238-e3bd-4b01-9450-217c3737a360,27cb5dd3-1974-4104-9366-2d564bb93436,Coquette Cutie Bunny,ONE SIZE,10.0,2.0,32.5,In Stock,2024-01-10 08:30:07
9deaf187-c9e2-4aea-b589-b64117136856,4fbe9b1a-cf1a-4b50-a9c9-4af84d75e572,Comfy Coat Bunny,ONE SIZE,7.0,3.0,25.0,In Stock,2024-01-10 08:30:08
7a68ebe0-a385-4cce-824d-1449f90e30e0,77e4880f-0d03-4182-bf97-45b14aeed631,Comfy Coat Mouse,ONE SIZE,7.0,3.0,25.0,In Stock,2024-01-10 08:30:11
ecd08391-b901-46ca-ad21-3b08c868072f,2712da3d-575b-4b19-abcf-3df638d24d0c,Cuddlebud Bernard Bunny,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-10 08:30:13
1ac04c3b-0e09-408f-b804-5e903a36b4f1,86d7f84b-a491-4e1d-982d-d2d5c0651711,Cuddlebud Darcy Dormouse,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-10 08:30:15
5a9fb5bd-8670-4f18-9930-50513aeb6a4d,5fe1b2d3-743b-4ab5-bf89-6ead93ff3e14,Cuddlebud Morgan Mole,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-10 08:30:16
97a2400a-6da6-4613-b5ee-174e7e03f07b,6804a9ab-f9c4-4447-be5e-ff7678eb127a,Daphne Pomeranian,ONE SIZE,9.0,8.0,33.0,In Stock,2024-01-10 08:30:18
3b13b7db-984b-43ab-b515-1092946f1298,266a0aa2-6db6-400d-bbbd-c741bd2008bd,Spooky Greta Gremlin,ONE SIZE,11.0,4.0,40.0,In Stock,2024-01-10 08:30:20
4c4fa223-01d5-4861-9d55-b42c01b1ea87,1e743671-9a44-4e8d-b293-cbe5fdf9622c,Harvey Bear,ONE SIZE,11.0,25.0,150.0,In Stock,2024-01-10 08:30:22
9b4987b6-1bd4-4090-8698-17dc7c17d682,ce02b8b8-86e2-4ddf-a3bb-3ac17d6fef03,Huddles Grey Elephant,ONE SIZE,10.0,6.0,45.0,In Stock,2024-01-10 08:30:23
3b7f037d-9ad0-43e1-b8fb-f57b0bb5377e,f756acfe-71b5-499d-a914-fa0034c23a84,Isadora Unicorn,ONE SIZE,13.0,13.0,65.0,In Stock,2024-01-10 08:30:25
aa8d43c5-2fc2-41cb-af70-0c48320a1db9,7d8782a7-7359-4293-adc1-db942e3e97af,Little Dragon,ONE SIZE,7.0,4.0,22.0,In Stock,2024-01-10 08:30:27
e7eb8048-5baa-4ce1-b799-54ee48c81383,3173b34b-7424-4696-8652-0fc237691118,Lois Lionfish,ONE SIZE,6.0,10.0,35.0,In Stock,2024-01-10 08:30:29
6f2f6217-2d4c-4f38-addd-1dbb58b53963,01defc0b-1f12-4989-a60e-81f2671d057a,Napping Nipper Westie,ONE SIZE,4.0,6.0,25.0,In Stock,2024-01-10 08:30:30
736d6c4b-9bb4-4294-9e8f-d653bc53d250,e080d5f3-5e58-4473-ba3e-ffe92a66206d,Otto Sausage Dog Bag Charm,ONE SIZE,4.0,2.0,23.0,In Stock,2024-01-10 08:30:32
6c46523c-4d48-448c-99ea-f00be4a7aa4a,cb6faa38-afce-408f-92e1-98b5ed65b0f3,Ricky Rain Frog Bag,ONE SIZE,7.0,7.0,40.0,In Stock,2024-01-10 08:30:34
c2d4762d-8682-48ff-9722-cd63f85134fd,cd1d1192-fe18-4644-a6e3-e14982b5c039,Stellan Sabre Tooth Tiger,ONE SIZE,19.0,7.0,75.0,In Stock,2024-01-10 08:30:35
d656ad8d-6a0c-43ef-87f2-bbcba01d52ba,165fe72e-b81e-4634-9e28-ecfce39cc7e2,Sweater French Bulldog Purple,ONE SIZE,7.0,7.0,32.5,In Stock,2024-01-10 08:30:37
8bb37749-be19-48bb-b9e4-b8bf6e352830,cdaeba79-b67b-4e13-8765-6e50666baafc,Bashful Snow Tiger Soother,ONE SIZE,13.0,13.0,25.0,In Stock,2024-01-10 08:30:38
6d680852-c4d2-4dbf-a35f-1a2d5223f0e4,0a92b8b1-ba09-40d6-b585-196c123ad6a3,Spindleshanks Spider,SMALL,3.0,14.0,27.5,In Stock,2024-01-10 08:30:40
af5f14d5-4dfe-4f67-a517-e3db0875ea19,b9a90061-cca5-4d58-a2f4-9ea1da53169f,Stanley Stick Insect,ONE SIZE,3.0,11.0,28.0,In Stock,2024-01-10 08:30:42
82a51db0-b90c-416f-b47c-06d32540dc5d,00c82b89-bd4e-4645-af7c-9ac207495843,Viggo Mammoth,ONE SIZE,19.0,7.0,75.0,In Stock,2024-01-10 08:30:44
80b0903d-d39d-44c3-8049-1d819768a93b,b17f325a-1af6-4ccd-ab81-04050149963d,Maya Octopus,REALLY BIG,30.0,12.0,130.0,In Stock,2024-01-10 08:30:47
589ee54e-7215-4925-8811-a3725f8141d1,b17f325a-1af6-4ccd-ab81-04050149963d,Maya Octopus,LARGE,19.0,7.0,53.0,More on the way,2024-01-10 08:30:47
7256639e-8569-4922-8bc0-6a135bb21322,b17f325a-1af6-4ccd-ab81-04050149963d,Maya Octopus,LITTLE,9.0,4.0,30.0,Returning to stock 3-4 weeks,2024-01-10 08:30:47
2e79513f-76c5-42e8-8708-5b1a3a8ec33e,b17f325a-1af6-4ccd-ab81-04050149963d,Maya Octopus,TINY,6.0,3.0,18.0,In Stock,2024-01-10 08:30:47
65c3af16-33b4-47a9-a288-88d3394b8bdc,d23f0aaf-2c1a-4db9-a7e8-00345a8e02da,Albert Jack Russell,ONE SIZE,7.0,6.0,30.0,In Stock,2024-01-10 08:30:49
bd3c1d43-5bcc-4e14-9631-f68b7a1a3bd8,699769ab-8c78-47d3-ae77-a6359b690fe7,Birdling Hummingbird,ONE SIZE,4.0,2.0,17.0,In Stock,2024-01-10 08:30:51
a8e79992-e6bd-48d8-b241-e450a175a9af,a7b5fdd9-8845-4aee-898a-1e55ac6a1d00,Bashful Christmas Bunny,MEDIUM,12.0,5.0,27.5,In Stock,2024-01-10 08:30:53
cb18ff7d-5ddf-412c-b0da-2cd676a59a81,6164088b-3229-4b11-9c54-e33d874d80cf,Bashful Luxe Bunny Luna,HUGE,20.0,8.0,85.0,In Stock,2024-01-10 08:30:55
5db06fe3-73ae-49a8-b7cb-4aa0bb249ca4,6164088b-3229-4b11-9c54-e33d874d80cf,Bashful Luxe Bunny Luna,MEDIUM,12.0,5.0,35.0,In Stock,2024-01-10 08:30:55
afe0d204-5da2-4a41-90b0-f74a638c4993,0b7798e5-81f9-46bc-95b6-daba326df802,Bashful Christmas Bunny Decoration,TINY,5.0,2.0,15.0,In Stock,2024-01-10 08:30:57
ae97c63c-0223-41a1-bfe1-c81e5bd9554c,a696b9b8-b37b-48b5-bf66-9e465a57e561,Merry Mouse Book,ONE SIZE,7.0,7.0,15.0,In Stock,2024-01-10 08:30:59
e53bb82f-b0e9-4efa-99a4-74b1cbdbbed0,b5472eac-9ab5-41c8-af15-cf67e46620ad,Otto’s Snowy Christmas Book,ONE SIZE,7.0,9.0,15.0,In Stock,2024-01-10 08:31:00
99607452-8275-42a9-b34a-57542659c032,85e584f7-3019-4fe5-944d-25c9658c0611,The Playful Polar Bears Book,ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-10 08:31:03
b83da724-bcbc-4aad-8029-c43dfed492f3,9d1b2004-fd8c-4bd8-a2ba-aff3126456ea,Mitzi Reindeer’s Dream Book,ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-10 08:31:06
d26e20ff-428c-41bd-ab1a-9b7ec191bafa,2ecb4003-f365-446a-98ec-caace6eacd97,Festive Folly Penguin,ONE SIZE,4.0,2.0,12.5,In Stock,2024-01-10 08:31:08
946f9f1b-2070-4641-94db-575308b5f5bd,909aad66-3be5-4d32-8c40-11a1a809e6c8,Sofia Reindeer,ONE SIZE,17.0,5.0,60.0,In Stock,2024-01-10 08:31:09
1e7c6470-fdf0-409c-8aff-3048a1c864a0,7a1c5d28-3503-416a-9a3a-df768a072413,Christmas Grizzo,ONE SIZE,11.0,4.0,37.5,In Stock,2024-01-10 08:31:12
8edb444a-290e-4a37-941b-1e40920f0338,ed43aecb-9054-46ec-b7e1-8a038ec90000,Maurice Macaroni Penguin,ONE SIZE,8.0,5.0,32.5,In Stock,2024-01-10 08:31:15
2ff2c623-c9be-4a13-a861-a726ee81ecf9,465c191b-695e-4fbb-aa8c-102172d0764e,Merry Mouse,ONE SIZE,7.0,4.0,27.5,In Stock,2024-01-10 08:31:17
cf97733b-ecae-42ae-ac6d-55ea9b6539eb,0354d9cf-f287-4a20-9ec2-923aa605b984,Merry Mouse Present,ONE SIZE,7.0,4.0,27.5,In Stock,2024-01-10 08:31:18
a834ce13-c2e8-452c-a057-c0e1aacfea4f,2f6449dd-0572-43fb-a935-f224395a0dba,Merry Mouse Skiing,ONE SIZE,8.0,5.0,37.5,In Stock,2024-01-10 08:31:20
1758b468-c157-4cc4-9515-daee9a392739,972d09ba-145b-47f3-b775-4a3f512920d5,Winter Warmer Otto Sausage Dog,ONE SIZE,6.0,3.0,32.5,In Stock,2024-01-10 08:31:21
f47491cd-340e-4a75-8612-6618a4d04249,73a289ef-59ca-438f-a2e6-7776eb2e1812,Personalised Bashful Luxe Bunny Luna Huge,HUGE,20.0,8.0,91.0,In Stock,2024-01-10 08:31:23
9648d7a2-196e-4050-b53b-329f235adbc5,1a4f81c9-bf4b-41fc-ae51-f75d22bd2518,Personalised Bashful Luxe Bunny Luna Medium,MEDIUM,12.0,5.0,41.0,In Stock,2024-01-10 08:31:26
a240df8f-70d2-4463-9c10-d5c93f28124b,067e3401-7971-40fd-8c32-da49b4df36aa,Winter Warmer Pippa Black Labrador,ONE SIZE,9.0,3.0,32.5,In Stock,2024-01-10 08:31:27
c9dcd263-ee70-4baf-9bdd-aa8bddd803bf,236085f6-a9c8-4cfe-ad0b-29f1b9a08291,Santa Ricky Rain Frog,ONE SIZE,6.0,5.0,35.0,In Stock,2024-01-10 08:31:29
a4b6e80a-d580-429a-9ede-234924f83038,e9ec36ac-c832-4565-811f-7c3f0ce0b6cd,Otto's Snowy Christmas Book & Winter Warmer Otto Sausage Dog,ONE SIZE,,,47.5,In Stock,2024-01-10 08:31:31
4966d6e0-f681-401c-8675-a3ac2a4a5dc3,e2280fa1-8b3d-4f94-b3f1-aa6a759d7a2f,Amuseabean Bunny,ONE SIZE,4.0,4.0,20.0,In Stock,2024-01-10 08:31:33
b2eaa2a4-33cb-4eb6-b26d-1748957ef78d,bf25d0d2-4422-40d1-ab23-572a7e82123e,Amuseabean Highland Cow,ONE SIZE,4.0,4.0,20.0,In Stock,2024-01-10 08:31:34
ff2700fb-1496-420b-8c92-4b0f442845dd,e74358c3-2677-4637-9f3f-5195c12a68c1,Amuseabean Ram,ONE SIZE,4.0,4.0,20.0,In Stock,2024-01-10 08:31:36
0b0ac351-1719-4a98-9b7c-0c2e18c8149e,4fcecfd4-a646-4f1f-b85d-0bab18a4ed34,Bartholomew Bear Bag Charm,ONE SIZE,5.0,2.0,23.0,In Stock,2024-01-10 08:31:38
e5162da7-df09-4e25-abd8-1ca59b34e398,a08732b9-69d3-4ec2-af3d-b3e3cfe875cc,Bashful Luxe Bunny Rosa,HUGE,20.0,8.0,85.0,More on the way,2024-01-10 08:31:40
45f7502c-ad7c-4445-98a8-e3668225f86e,a08732b9-69d3-4ec2-af3d-b3e3cfe875cc,Bashful Luxe Bunny Rosa,MEDIUM,12.0,5.0,35.0,In Stock,2024-01-10 08:31:40
20ed4030-4db2-4501-9a9c-89fb37e808a0,19b40340-3f80-44fb-a265-293aadc47f7c,Bashful Luxe Bunny Willow,HUGE,20.0,8.0,85.0,More on the way,2024-01-10 08:31:42
3076057c-50ba-4f7a-ae56-6b137c9c392c,19b40340-3f80-44fb-a265-293aadc47f7c,Bashful Luxe Bunny Willow,MEDIUM,12.0,5.0,35.0,In Stock,2024-01-10 08:31:42
93db24e8-4247-4950-81c2-66e826bc1549,b3bd0aca-ccba-457e-83a0-fefbe6bf7d5a,Birdling Goldfinch,ONE SIZE,4.0,3.0,17.0,In Stock,2024-01-10 08:31:44
c6f6b42c-fec9-487b-ae49-e802b11af506,f44d0768-76ab-42ee-a88b-ab345f5becc6,Birdling Swallow,ONE SIZE,4.0,3.0,17.0,In Stock,2024-01-10 08:31:46
28392897-6832-473e-b0ec-1b7d75562717,570e363e-8201-40cc-80cb-f64a806aa3bb,Blowzy Belle Sheep,ONE SIZE,16.0,4.0,37.5,In Stock,2024-01-10 08:31:47
3cad5c04-ab87-4f18-9785-675479279e8e,ef979d46-f381-497c-a27b-085207285f9f,Fou Fou Ostrich,ONE SIZE,8.0,6.0,28.5,In Stock,2024-01-10 08:31:48
8b08b98c-a1c6-4826-831b-ab6826d2c73c,e779dd5c-4f3d-4acb-a9b9-1dba16a07163,Fou Fou Peacock,ONE SIZE,8.0,6.0,28.5,In Stock,2024-01-10 08:31:50
59d72668-43a4-4282-9c9a-24008edbb8d6,4b74cac4-357d-44a1-8342-78ecf608fa6c,Fuzzkin Monkey,ONE SIZE,9.0,4.0,25.0,In Stock,2024-01-10 08:31:52
33c03155-3a27-4d33-ac99-42dc52a984e7,63c4a1a0-4b90-48d1-b104-a57a63faf660,Ginny Goat,ONE SIZE,10.0,6.0,35.0,In Stock,2024-01-10 08:31:53
249e5e70-a845-4b9c-a19f-d4ab93cea5ab,829a623f-05fc-4785-99d7-31883f46bf5e,Gracie Grouper Fish,ONE SIZE,4.0,10.0,30.0,In Stock,2024-01-10 08:31:55
2b56089b-e66b-42ac-a1e6-a5937a9bcf14,2576e0fe-0f61-4b5a-9ffc-4884e1a8e737,Hector Fox Terrier,ONE SIZE,9.0,4.0,35.0,In Stock,2024-01-10 08:31:57
357cdbaa-1d7d-4b85-aa20-a1da3c4d1f59,43725334-0306-4104-96d8-805d522f1c4e,Jinx Monster,ONE SIZE,17.0,6.0,35.0,In Stock,2024-01-10 08:31:58
f89099d5-677c-45ae-9a26-46e101992921,fcac0e76-31e9-4a1b-a6be-58582845dc18,Jollipop Cat,ONE SIZE,8.0,4.0,23.5,In Stock,2024-01-10 08:32:01
bb53727d-1fe9-456f-810e-ceaf5c999962,0d59bcb8-a8d4-496f-b70d-bc7c1a5c3a9b,Jollipop Puppy,ONE SIZE,8.0,4.0,23.5,In Stock,2024-01-10 08:32:03
9e72b1f3-4d4a-4694-b800-102a776b818c,cc7b7b59-8ca2-4172-ad5b-8b855a8f5274,Lavender Dragon,HUGE,7.0,26.0,120.0,In Stock,2024-01-10 08:32:06
45c475a6-7e57-4558-8cf5-1c54c99ec6b0,cc7b7b59-8ca2-4172-ad5b-8b855a8f5274,Lavender Dragon,MEDIUM,5.0,20.0,65.0,In Stock,2024-01-10 08:32:06
db43e8f1-666b-425e-9347-b5909e135230,cc7b7b59-8ca2-4172-ad5b-8b855a8f5274,Lavender Dragon,LITTLE,3.0,12.0,32.5,In Stock,2024-01-10 08:32:06
fc0d9766-1ccb-4e31-8e65-b642e313d79a,a1be7aa9-2dfb-4215-980a-c94737268feb,Lila Ballerina Bunny,ONE SIZE,13.0,2.0,35.0,In Stock,2024-01-10 08:32:07
228f4c29-d9e3-487d-9a22-b3c35a32c972,54ddd4d1-9473-44ab-8bc0-3233d7ae1488,Madison Monkey,ONE SIZE,13.0,2.0,32.5,In Stock,2024-01-10 08:32:09
77b3a544-5d24-4082-b973-f8568db4a81e,cd5a523e-b0cd-4f23-9ad4-b571fb414e05,Ollivander the Orca,ONE SIZE,9.0,25.0,70.0,In Stock,2024-01-10 08:32:11
5f3e2fa0-17a2-421d-b969-7f7c2d98708f,74370aff-6df7-4396-9499-b0b8edd45f67,Oswald Orangutan,ONE SIZE,13.0,12.0,65.0,In Stock,2024-01-10 08:32:12
