jellycatsizeid,jellycatid,jellycatname,size,height,width,price,stock,datecreated
b1cafc90-1f7e-4fd8-b051-24ee8b93a628,f373df2e-c8e3-4233-8c42-ed0b5767ee58,Jellycat Bag,ONE SIZE,6.0,9.0,45.0,In Stock,2024-01-12 13:13:36
d3df7a3c-dc5c-4f8b-bbb7-83fe1688f15f,dda0347c-d194-410f-a4bc-70aae30bcfbb,Junglie Monkey,MEDIUM,18.0,7.0,55.0,In Stock,2024-01-12 13:13:38
17950188-04f6-4d36-a45a-86f0b1968892,8ccd7399-200c-4f84-b5fb-cd86327cdf00,Truffles Sheep,LARGE,9.0,25.0,110.0,In Stock,2024-01-12 13:13:40
c256204e-425e-4122-9c52-9df2f40d6ca1,1c8f6edd-6e9e-410a-81d5-667f77af8544,Darvin Dragon,ONE SIZE,9.0,8.0,50.0,In Stock,2024-01-12 13:13:41
425e3d93-8d97-4077-86e4-762c29839d1b,39e16253-b913-4a80-8124-5a50652aef8b,Golden Dragon,HUGE,7.0,26.0,120.0,In Stock,2024-01-12 13:13:43
1f34b87c-67af-4986-b528-f7c9531959c8,39e16253-b913-4a80-8124-5a50652aef8b,Golden Dragon,LARGE,5.0,20.0,65.0,In Stock,2024-01-12 13:13:43
06b4eb98-18db-4ca4-a9ef-d3369d43e5ab,39e16253-b913-4a80-8124-5a50652aef8b,Golden Dragon,LITTLE,3.0,12.0,32.5,In Stock,2024-01-12 13:13:43
de431374-b2fc-44db-b1d7-8429789bbfea,44f322e0-1e88-4f41-bb91-95dd75315711,Golden Dragon Bag Charm,ONE SIZE,5.0,9.0,28.0,In Stock,2024-01-12 13:13:45
169ab3a9-5543-45d1-b162-973260d9ceea,b4e8e9f5-530f-48f7-ab12-1593f6b2112c,Lavender Dragon Bag Charm,ONE SIZE,5.0,9.0,28.0,In Stock,2024-01-12 13:13:47
bdba54e8-be3b-40ad-82e4-207bc1cba1c5,b6b78cce-d3f3-447a-9711-4d57b7bb8147,Little Dragon Bag Charm,ONE SIZE,7.0,2.0,23.0,In Stock,2024-01-12 13:13:48
6a095b3b-484e-446a-93ad-eb33004b8b1f,7b691204-0f05-4451-887d-3cb627390ae1,Rose Dragon Bag Charm,ONE SIZE,5.0,9.0,28.0,In Stock,2024-01-12 13:13:50
ad5f7681-7ebd-45b9-b391-52a467bbe1dc,bc54c9a3-aeec-436e-9038-cd11114d87a7,Snow Dragon Bag Charm,ONE SIZE,5.0,9.0,28.0,In Stock,2024-01-12 13:13:51
0729204e-813b-442c-8297-8f9c54916056,042768a3-d22c-49b5-a0e1-8375953155d4,Aimee Sheep,ONE SIZE,8.0,9.0,40.0,In Stock,2024-01-12 13:13:53
4779302c-76c6-42c0-b784-bf258594a794,f3d2f5c2-03cd-4dfa-a5be-28a708a76a21,Bashful Red Love Heart Bunny,MEDIUM,12.0,5.0,32.0,In Stock,2024-01-12 13:13:55
8f3dc640-e189-4d4a-9295-009b7dc64ad0,f3d2f5c2-03cd-4dfa-a5be-28a708a76a21,Bashful Red Love Heart Bunny,SMALL,7.0,4.0,25.0,In Stock,2024-01-12 13:13:55
965bd7f9-6483-463b-9849-4b9ced0d9a34,c8b1673a-e66a-42b8-af91-fbf52eaa3602,Fabian Frog Prince,ONE SIZE,9.0,8.0,40.0,In Stock,2024-01-12 13:13:57
6283f8f0-c021-467b-b876-66f9ef3a43ca,2986342d-1941-4cc2-a8c1-91e2b8fe03d8,Loulou Love Bug,ONE SIZE,2.0,5.0,20.0,In Stock,2024-01-12 13:13:58
e2f33427-97a0-4328-a11d-81b60f5a81ca,d812870b-048c-4b10-895a-e5c1077d3fcb,Amore Bunny,MEDIUM,10.0,7.0,40.0,In Stock,2024-01-12 13:14:00
8d7cdacc-0002-494c-9f11-306260ec9eb8,62e29163-5b83-4a45-a562-66f8f18ad18f,Bibbly Bobbly Sheep,ONE SIZE,14.0,9.0,55.0,In Stock,2024-01-12 13:14:02
08c60cf6-064f-4f81-bd8d-38ceb3702787,f01a0614-0e93-41a0-94a2-86021c12d5ae,Brynlee Bee,ONE SIZE,5.0,6.0,28.0,In Stock,2024-01-12 13:14:03
dedeb3b0-78b7-40ba-9483-74022f17087a,3cada0f9-7d09-465b-b0b9-570a7aa773c9,Bartholomew Bear Bathrobe,MEDIUM,10.0,5.0,45.0,In Stock,2024-01-12 13:14:06
139e88a7-3042-4360-aac8-de350d6d4be9,1c5e7b4f-eec5-46e8-b0fd-27e88bad7640,Bashful Duckling,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-12 13:14:07
0ec6987f-0192-4522-9e24-ef0f1e239e68,d8d5d26f-644e-484d-b071-0a8ba10492ca,Bashful Moss Bunny,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-12 13:14:09
422eccd2-d0b5-4221-a649-c25600f05faf,d8d5d26f-644e-484d-b071-0a8ba10492ca,Bashful Moss Bunny,SMALL,7.0,4.0,18.0,In Stock,2024-01-12 13:14:09
07e6f18c-dc6a-4a47-83a0-cf8ae0c476b8,b5a403a1-afb6-472a-93a5-54cad81eafa4,Bashful Viola Bunny,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-12 13:14:11
5f20ef07-4ad1-4dce-b30a-450cd1fad19f,b5a403a1-afb6-472a-93a5-54cad81eafa4,Bashful Viola Bunny,SMALL,7.0,4.0,18.0,In Stock,2024-01-12 13:14:11
17030511-cfb1-45db-9d2a-4b2430d0ec60,f945b603-b48b-4b25-a8a7-7896d8565345,Bashful Bunny with Carrot,SMALL,7.0,4.0,28.0,In Stock,2024-01-12 13:14:13
3a100df9-3abd-49d8-8218-13a541638813,6907d112-ea78-4d73-a445-421408d84aaa,Bashful Bunny with Daffodil,SMALL,7.0,4.0,28.0,In Stock,2024-01-12 13:14:14
ef8adf40-dca6-4864-b068-2043392f8f7b,01964c52-114b-4310-9467-1d99a9bf2f69,Lottie Fairy Bunny Book,ONE SIZE,7.0,7.0,15.0,In Stock,2024-01-12 13:14:16
29b2a8cb-229c-4d6d-86bf-a0dbffb69c72,74b2b5a7-b804-468d-bdbc-8731c9f28281,Blossom Cherry Bunny,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-12 13:14:18
8d661c76-5795-4f8f-96d6-f8e3ec46d21f,74b2b5a7-b804-468d-bdbc-8731c9f28281,Blossom Cherry Bunny,SMALL,7.0,4.0,18.0,In Stock,2024-01-12 13:14:18
d435face-56c1-40a2-bd6c-35fabf63f072,8426148a-c250-4320-b430-4e6ec6775897,Dainty Dessert Bunny Cupcake,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-12 13:14:20
266f07fa-b8a4-483b-967b-7098dbc43d3a,cef606e7-9ea6-4360-b262-bd4e7f5a0bbf,Dainty Dessert Bunny Macaron,ONE SIZE,5.0,5.0,28.0,In Stock,2024-01-12 13:14:21
58bc056a-8fc3-42bc-a39f-9f201308fbdd,254d046a-cdac-4c44-ba27-15b43fe3c8ba,Fluffy Chicken,ONE SIZE,4.0,2.0,15.0,In Stock,2024-01-12 13:14:23
79baa1e8-7991-464a-ad4d-e6ffc7affd4d,c228d442-e192-4aae-b104-2493bbe55bc9,Fluffy Duck,ONE SIZE,4.0,2.0,15.0,In Stock,2024-01-12 13:14:25
0116f56b-812c-4e94-aede-c6fec15898b4,84becfba-ac3e-4fc9-85d4-d8bc97d5ef6d,Finnegan Frog,ONE SIZE,9.0,3.0,20.0,In Stock,2024-01-12 13:14:27
7a7ad842-daa3-4227-902f-fc0549cba56b,1bdfc872-d2d9-42c7-8050-571820236fdd,Lottie Bunny Fairy,ONE SIZE,11.0,3.0,32.5,In Stock,2024-01-12 13:14:28
ec200a5d-cfb2-4cda-b360-476f71428af9,ad23ad07-4ac9-4a96-b853-4deb77a0339e,Smudge Rabbit Big,BIG,6.0,17.0,75.0,In Stock,2024-01-12 13:14:30
e2798ead-f223-4c28-b548-205eb187639a,867d29d5-ed93-4e80-b517-e9e1a50339a8,Amore Corgi,MEDIUM,10.0,7.0,40.0,In Stock,2024-01-12 13:14:32
d8f08435-215b-4076-bfb0-42ca045c9567,f1758ccb-ae95-4f83-bc6f-84f08090bd28,Bashful Hedgehog,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-12 13:14:33
3102bfbe-a9b7-4d16-b69f-ca5695788413,98fbefd3-036d-4333-aeb3-c2903d850cab,Bashful Pegasus,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-12 13:14:35
50387770-c8a0-47f6-bd96-d35ac96b0d1e,798edef1-3a00-41f9-ad44-9f574005395c,If I Were an Owl Board Book,ONE SIZE,6.0,6.0,13.5,In Stock,2024-01-12 13:14:37
b078c36c-0ebd-435e-a1e8-bb2485f5ce50,7f577b5b-4c5a-4d6e-a7a8-13a3b2b27e9d,Betty Corgi Bag Charm,ONE SIZE,4.0,2.0,23.0,In Stock,2024-01-12 13:14:38
c12bcc25-88d4-4c3e-afe1-8f47b4597f31,118b56d2-b2ed-43ad-a8dd-ca5f79b42143,Rory Le Courageux Petit Lion Livre (The Very Brave Lion),ONE SIZE,9.0,9.0,15.0,In Stock,2024-01-12 13:14:40
de2e0d22-0d57-46c0-be25-859060f77241,6329340b-d4a2-46f7-a82d-0520136794b7,Lapin Timide Et Ses Petites Aventures Livre (Little Me),ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-12 13:14:42
8ffd5709-29e1-4857-848b-e3a8253dfe6f,dd742c71-18d4-4ef0-8a5d-ee9c00be401d,Lapin Timide Veille Sur Tes Nuits Livre (The Magic Bunny),ONE SIZE,7.0,7.0,15.0,In Stock,2024-01-12 13:14:43
42ccb753-5f83-487f-acf0-0b9489147695,49e40fb1-d294-4b3d-8014-cc2b32af4da8,Lapin Timide Veut Grandir Livre (When I Am Big),ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-12 13:14:45
4f8ec48b-6697-426b-9eab-529412f20c8e,b6765c43-dea1-4dc6-b686-d7b2184029c2,Bodacious Beak Parrot,ONE SIZE,9.0,4.0,30.0,In Stock,2024-01-12 13:14:47
bd912a4d-f132-4c11-9509-0ed56f6d26bf,ee442c06-a6b6-4b03-ac25-913fc90ae9fd,Bodacious Beak Toucan,ONE SIZE,9.0,4.0,30.0,In Stock,2024-01-12 13:14:48
8cef82ee-3fb4-4f49-9739-9d00d70e29a1,a004a964-660f-44b0-9798-7eb2a64ba3d3,Bryno Dino,ONE SIZE,12.0,6.0,55.0,In Stock,2024-01-12 13:14:50
cbf639a5-3e13-4919-a1a2-499efce7b92d,7555ca28-91cf-4852-bc08-87da2e38e585,Coquette Cutie Bunny,ONE SIZE,10.0,2.0,32.5,In Stock,2024-01-12 13:14:52
7f0b242e-8c08-4e03-a939-39f5d763d241,98741951-4f32-441b-a3d1-130972086f7e,Comfy Coat Bunny,ONE SIZE,7.0,3.0,25.0,In Stock,2024-01-12 13:14:56
1ad741d9-a3d8-41c4-92e8-5c636089e03d,dcb8744d-cd29-49d2-a3ee-912a20884ea6,Comfy Coat Mouse,ONE SIZE,7.0,3.0,25.0,In Stock,2024-01-12 13:14:58
d729f4fb-f139-41c2-af3d-b7e95684f275,49e2c4da-3304-454e-a442-1254e01c6886,Cuddlebud Bernard Bunny,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-12 13:14:59
d916e905-34b6-42a5-be90-bb46eba126ad,a3787864-a4f7-4d2b-af2a-44ac4ed612b7,Cuddlebud Darcy Dormouse,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-12 13:15:01
dbfe3b30-f2a0-4af6-a25c-f30124078dbb,f1f3aed4-cad8-4972-8f8d-596776123355,Cuddlebud Morgan Mole,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-12 13:15:03
bfd3d4e6-c1bb-47de-a565-20b139c36829,b0dcae21-cd89-4435-aaf8-4776a246e19c,Spooky Greta Gremlin,ONE SIZE,11.0,4.0,40.0,In Stock,2024-01-12 13:15:05
2ba0e908-f289-44b8-93b0-9224bf2bdbac,8c3cd2d0-af8d-4f95-b068-b4d5d4dec1b5,Harvey Bear,ONE SIZE,11.0,25.0,150.0,In Stock,2024-01-12 13:15:07
c72d08c9-bc56-48e0-aac1-67d04fb83c3e,de490cd1-9deb-42a4-9daf-8cad57683449,Huddles Grey Elephant,ONE SIZE,10.0,6.0,45.0,In Stock,2024-01-12 13:15:08
745bff3f-fe8b-4663-b8de-7bc1c5e9187a,f8f96e0d-ee00-452d-a47b-7f0e7a49f5b0,Isadora Unicorn,ONE SIZE,13.0,13.0,65.0,In Stock,2024-01-12 13:15:10
a0742086-2f01-4e7c-b277-610f895fbc4c,c8525b52-6ddc-4faf-85ae-09d473c35300,Little Dragon,ONE SIZE,7.0,4.0,22.0,In Stock,2024-01-12 13:15:12
51b50060-1559-4fcb-b448-bd14149b8400,78182e03-a210-4eab-9be7-b4cbbaa03830,Lois Lionfish,ONE SIZE,6.0,10.0,35.0,In Stock,2024-01-12 13:15:13
ffdac9ec-9016-4d12-b130-e94a05992a38,48ce6ebe-66f5-4a05-a6d5-583110c3f514,Napping Nipper Westie,ONE SIZE,4.0,6.0,25.0,In Stock,2024-01-12 13:15:15
f0f14fd1-c1e0-46c5-b593-9548ecb98b05,3dec76f2-411d-4ca8-976c-2e4abe93d208,Otto Sausage Dog Bag Charm,ONE SIZE,4.0,2.0,23.0,In Stock,2024-01-12 13:15:16
53ee4c2d-8a72-44be-a6e3-c9e56a60991f,9b5eb4c6-afc9-41d0-80d7-9f5293bd2ae2,Ricky Rain Frog Bag,ONE SIZE,7.0,7.0,40.0,In Stock,2024-01-12 13:15:18
b69b8617-77fa-489d-8b17-4046fc313919,7365f592-031f-4753-aa2a-41e5d0960a0e,Stellan Sabre Tooth Tiger,ONE SIZE,19.0,7.0,75.0,In Stock,2024-01-12 13:15:19
0720d003-bd51-42fc-ab91-8d5e4faacc90,f6cf5004-8b14-40e8-880c-ad48f6fe59a7,Bashful Snow Tiger Soother,ONE SIZE,13.0,13.0,25.0,In Stock,2024-01-12 13:15:21
32bfe80f-2042-42ed-b9b3-12ccfff16859,eaf120ea-c921-42ad-8c4f-fbfe241a2240,Spindleshanks Spider,SMALL,3.0,14.0,27.5,In Stock,2024-01-12 13:15:23
47f0ce88-7e11-4a99-88dc-a00cf29dba85,8e1ff066-2eee-4914-8c0c-f48ea2cc927d,Stanley Stick Insect,ONE SIZE,3.0,11.0,28.0,In Stock,2024-01-12 13:15:24
06836ee3-1dce-47a3-9110-6834e16eb8a7,d625debc-b81a-49aa-aeb2-b1f1e9e3f106,Viggo Mammoth,ONE SIZE,19.0,7.0,75.0,In Stock,2024-01-12 13:15:27
f066df19-a7d7-41c6-90d1-2cff683c608b,0df6b6dd-8215-4618-aa21-a6243d12598e,Maya Octopus,REALLY BIG,30.0,12.0,130.0,In Stock,2024-01-12 13:15:29
50a5f6b0-513d-4e42-acee-f21d51a1c559,0df6b6dd-8215-4618-aa21-a6243d12598e,Maya Octopus,LARGE,19.0,7.0,53.0,More on the way,2024-01-12 13:15:29
b30b2495-0cde-4984-9109-0134eed9cab2,0df6b6dd-8215-4618-aa21-a6243d12598e,Maya Octopus,LITTLE,9.0,4.0,30.0,Returning to stock next week,2024-01-12 13:15:29
95d3afa4-2d77-4c10-bdb4-6c258a47d45f,0df6b6dd-8215-4618-aa21-a6243d12598e,Maya Octopus,TINY,6.0,3.0,18.0,Returning to stock 3-4 weeks,2024-01-12 13:15:29
1f5fbeac-8772-453d-b676-89b19c89687e,4d220c80-d925-4cce-be3e-b312b7aa6947,Albert Jack Russell,ONE SIZE,7.0,6.0,30.0,In Stock,2024-01-12 13:15:31
7a9bac12-4899-405b-9f5c-487a5c076622,2a0e388b-1ec4-447c-9cab-d5f50691b850,Birdling Hummingbird,ONE SIZE,4.0,2.0,17.0,In Stock,2024-01-12 13:15:33
2f924506-a812-4a51-9e4b-efb4d3bfddd4,2af3b456-94d2-4450-9d7a-a4b2cf478085,Bashful Christmas Bunny,MEDIUM,12.0,5.0,27.5,In Stock,2024-01-12 13:15:35
e38596c4-d5f2-4b71-b29e-6715e1eda2cd,a062c0c1-11f0-4a1d-97fa-70afbaffd898,Bashful Luxe Bunny Luna,HUGE,20.0,8.0,85.0,In Stock,2024-01-12 13:15:36
8765cfc9-ecbc-48d9-86bb-30766deef478,a062c0c1-11f0-4a1d-97fa-70afbaffd898,Bashful Luxe Bunny Luna,MEDIUM,12.0,5.0,35.0,In Stock,2024-01-12 13:15:36
bfdc9a7a-42d3-4c8f-a88f-374c3c8770c7,940a3284-bf97-4789-ae86-48764c3346b1,Bashful Christmas Bunny Decoration,TINY,5.0,2.0,15.0,In Stock,2024-01-12 13:15:38
6454f163-650a-47ad-af1f-675ddb13272f,95f1ec99-205d-45e6-96f2-d818cc53de95,Merry Mouse Book,ONE SIZE,7.0,7.0,15.0,In Stock,2024-01-12 13:15:40
a7b870f1-2fec-4c35-a52a-03c1d90edaca,4b14cff3-f81f-4a9d-b5f7-a4538203a075,Otto’s Snowy Christmas Book,ONE SIZE,7.0,9.0,15.0,In Stock,2024-01-12 13:15:41
b799a963-93fc-4821-8129-0df99668decc,629177a1-dc7c-4b1b-9084-e211751bbf93,The Playful Polar Bears Book,ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-12 13:15:43
10423cf8-1269-428e-8e16-3ab807395296,816d4d02-db7f-4dfb-83f8-a1e2696c1581,Mitzi Reindeer’s Dream Book,ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-12 13:15:45
e76ca961-e1f8-4e9d-a50d-4fc3d2e5c6ac,a9afbfa3-e55d-4ac9-b00b-ec4d7ba70c7e,Festive Folly Penguin,ONE SIZE,4.0,2.0,12.5,In Stock,2024-01-12 13:15:46
11e77cda-c86b-4276-b6dd-88055081b762,c69b01eb-1999-4bca-b498-07a4ba1466a7,Sofia Reindeer,ONE SIZE,17.0,5.0,60.0,In Stock,2024-01-12 13:15:48
e9d9f917-8878-4c43-bd08-2efa6f680073,736c506a-a5bc-4614-9b66-b52b6d027af9,Christmas Grizzo,ONE SIZE,11.0,4.0,37.5,In Stock,2024-01-12 13:15:49
81122ff5-9ca9-47e9-9a1f-eef9213a69d1,bc8037dd-decc-4d95-b23c-6a97dadae70f,Maurice Macaroni Penguin,ONE SIZE,8.0,5.0,32.5,In Stock,2024-01-12 13:15:51
6079ee05-75ae-4472-8e9d-bf1d0d3b168b,58e5dbc2-2ad9-436c-a820-dfae27cf82f2,Merry Mouse,ONE SIZE,7.0,4.0,27.5,In Stock,2024-01-12 13:15:53
61aec0e6-1d39-4eb1-a983-b6d106873c8b,26062d55-8797-47ac-83a7-ca23a7d6dd00,Merry Mouse Present,ONE SIZE,7.0,4.0,27.5,In Stock,2024-01-12 13:15:54
5fedf927-e01c-4bba-9d72-4e2f026c03f9,e14ed1db-e176-43bd-ab00-c2cd7aef3d0c,Merry Mouse Skiing,ONE SIZE,8.0,5.0,37.5,In Stock,2024-01-12 13:15:56
698d4e9f-64c9-4349-b9ae-17d6bb81a0fa,96b7b381-4937-4c39-9a10-c9fb93b4dfe4,Winter Warmer Otto Sausage Dog,ONE SIZE,6.0,3.0,32.5,In Stock,2024-01-12 13:15:58
3d100727-4f86-404f-9432-2cfc6963a3a2,6ed3d717-7627-458a-b68c-e805cb33158e,Personalised Bashful Luxe Bunny Luna Huge,HUGE,20.0,8.0,91.0,In Stock,2024-01-12 13:16:00
79b88624-c72a-4849-8059-365abf035fe9,1f911bb1-14d1-42a3-a1c7-2de77de39a82,Personalised Bashful Luxe Bunny Luna Medium,MEDIUM,12.0,5.0,41.0,In Stock,2024-01-12 13:16:02
9d1429f3-7285-4402-939b-9f267830dff1,55840b17-7018-45ff-a4f1-d49744d7d5c4,Winter Warmer Pippa Black Labrador,ONE SIZE,9.0,3.0,32.5,In Stock,2024-01-12 13:16:03
30285e77-ed32-47c0-92aa-93e6066cdbd3,33032548-d5fa-4c55-a93e-b712d18775b3,Santa Ricky Rain Frog,ONE SIZE,6.0,5.0,35.0,In Stock,2024-01-12 13:16:05
87a7724a-a03f-44fe-8579-f9bbdd25d6b4,4af27f74-f16b-4f98-b018-a5e4c789d14a,Otto's Snowy Christmas Book & Winter Warmer Otto Sausage Dog,ONE SIZE,,,47.5,In Stock,2024-01-12 13:16:07
d73b60e6-041c-4c1d-bc1c-63b6c099bb71,6c31877d-b84c-42b5-bc2f-cb47b05cf8f5,Amuseabean Bunny,ONE SIZE,4.0,4.0,20.0,In Stock,2024-01-12 13:16:08
b7a669b8-65c1-4788-b999-414d79512625,59504442-aedf-4fc4-a163-4d7f2412a4e1,Amuseabean Highland Cow,ONE SIZE,4.0,4.0,20.0,In Stock,2024-01-12 13:16:10
5f0d2589-b1fc-4903-812d-f5f269885841,22d89f40-5d5c-445a-b391-043cb71b7bd5,Amuseabean Ram,ONE SIZE,4.0,4.0,20.0,In Stock,2024-01-12 13:16:12
11bda96d-0bca-45e8-9100-58d0d1825932,b19e854a-f657-433f-bba9-fd1693e983da,Bartholomew Bear Bag Charm,ONE SIZE,5.0,2.0,23.0,In Stock,2024-01-12 13:16:14
4adaafa9-f891-4817-9728-794e95769179,aea4638a-99a6-4151-a6b2-676ef68dca3c,Bashful Luxe Bunny Rosa,HUGE,20.0,8.0,85.0,More on the way,2024-01-12 13:16:16
3b3a668f-694b-4177-9640-312c49d56bf2,aea4638a-99a6-4151-a6b2-676ef68dca3c,Bashful Luxe Bunny Rosa,MEDIUM,12.0,5.0,35.0,In Stock,2024-01-12 13:16:16
8c7c1ebc-e866-4f99-b89f-62ea082a18cc,df9acc04-6b3e-4e05-b423-128953824187,Bashful Luxe Bunny Willow,HUGE,20.0,8.0,85.0,More on the way,2024-01-12 13:16:18
49deb2a7-d20d-40f0-a434-f0340ae449ae,df9acc04-6b3e-4e05-b423-128953824187,Bashful Luxe Bunny Willow,MEDIUM,12.0,5.0,35.0,In Stock,2024-01-12 13:16:18
ad2e0a95-057c-4d2e-993e-ef9a8c2a3dc9,464d45f8-73e1-45aa-9b15-445238fc0368,Birdling Goldfinch,ONE SIZE,4.0,3.0,17.0,In Stock,2024-01-12 13:16:20
195bf14e-2746-4c7a-852e-d81e87d5d9fa,ce20af20-b7f2-480c-8bb5-ce6e07b7212a,Birdling Swallow,ONE SIZE,4.0,3.0,17.0,In Stock,2024-01-12 13:16:21
25ec8add-2c0e-42f6-9066-a26e0be58f2d,4c0d3f42-d79a-4e27-832c-a2814fb21e57,Blowzy Belle Sheep,ONE SIZE,16.0,4.0,37.5,In Stock,2024-01-12 13:16:23
e69f099a-668c-4c11-94e9-d15e2a1ab804,53f780db-8f11-4ff6-87fb-1f256bdb5fbf,Fou Fou Ostrich,ONE SIZE,8.0,6.0,28.5,In Stock,2024-01-12 13:16:25
3f78db6b-7fea-4403-9205-3280820d5ce3,8f096b81-0d54-44a7-93a8-ea21bfbd7b1c,Fou Fou Peacock,ONE SIZE,8.0,6.0,28.5,In Stock,2024-01-12 13:16:26
d9f8be52-312b-4420-96ff-72b47023374d,28fc5817-6b82-4a24-83e2-f9799e4cfe81,Fuzzkin Monkey,ONE SIZE,9.0,4.0,25.0,In Stock,2024-01-12 13:16:28
19399cf4-12cf-4062-9dfc-83118dde9498,6143fd84-a8c3-4c97-bddc-84113976b031,Ginny Goat,ONE SIZE,10.0,6.0,35.0,In Stock,2024-01-12 13:16:30
0e9959ec-3410-4919-98e9-5cfe8d50d507,26d1f1fd-d5f7-4ceb-a6ac-9af6fd06686b,Gracie Grouper Fish,ONE SIZE,4.0,10.0,30.0,In Stock,2024-01-12 13:16:32
42c3aafb-50c4-4052-9e1b-13a0470224ee,e49aa531-9593-4bf3-8f7d-6387792976d2,Hector Fox Terrier,ONE SIZE,9.0,4.0,35.0,In Stock,2024-01-12 13:16:33
291be331-6db0-4153-a8e9-2ccff32ba4b1,70d943af-39ac-4927-8633-c56fbb1736a7,Jinx Monster,ONE SIZE,17.0,6.0,35.0,In Stock,2024-01-12 13:16:35
5f42f670-ccc4-4ff9-94df-60173edcfc74,9148405f-8b95-42de-b07b-62c0a640ec8e,Jollipop Cat,ONE SIZE,8.0,4.0,23.5,In Stock,2024-01-12 13:16:37
7cb0aef6-c829-4ad1-8d4e-0a73864d4095,b7c0b17e-1988-448f-8967-ced2c80583bf,Jollipop Puppy,ONE SIZE,8.0,4.0,23.5,In Stock,2024-01-12 13:16:38
ea423fa8-b715-46f4-b867-f3c6e966559c,6497c847-e1a7-4384-94a1-e173a7b3300d,Little Monkey,ONE SIZE,7.0,4.0,22.0,In Stock,2024-01-12 13:16:40
247f261d-bd6b-46fd-a1af-fbda9d10abcf,fa8b3782-ff0f-405b-bb36-9dd49917c1e4,Lavender Dragon,HUGE,7.0,26.0,120.0,In Stock,2024-01-12 13:16:42
28b5d42b-8e7f-47cc-bce2-9813a9e1ec63,fa8b3782-ff0f-405b-bb36-9dd49917c1e4,Lavender Dragon,MEDIUM,5.0,20.0,65.0,In Stock,2024-01-12 13:16:42
55a3ae66-045e-447b-9285-72a7a1637f14,fa8b3782-ff0f-405b-bb36-9dd49917c1e4,Lavender Dragon,LITTLE,3.0,12.0,32.5,In Stock,2024-01-12 13:16:42
593fdfd4-03e6-4716-a854-3a6b5cc63623,8f9b0aec-4bd6-4afd-abce-4e988507410e,Lila Ballerina Bunny,ONE SIZE,13.0,2.0,35.0,In Stock,2024-01-12 13:16:44
dbc71edd-5ac8-426d-9206-ec6216bf4a76,88adb3b1-29be-4a83-9150-9cd49420bced,Madison Monkey,ONE SIZE,13.0,2.0,32.5,In Stock,2024-01-12 13:16:45
