jellycatsizeid,jellycatid,jellycatname,size,height,width,price,stock,datecreated
130578d7-29d0-48d2-b840-93ba92f8492a,afc390df-e5dd-4ce1-85c0-2ecc6a894219,Jellycat Bag,ONE SIZE,6.0,9.0,45.0,In Stock,2024-01-13 10:08:50
28e9eba5-5542-49a8-81f8-6e2a4a2affdc,cdfcad47-a4dd-4a41-b466-186670502581,Junglie Monkey,MEDIUM,18.0,7.0,55.0,In Stock,2024-01-13 10:08:52
b84f42c7-9292-4271-8cbd-a1afcdc3dd71,3a686dde-f7c5-4dba-8d2f-c090f439bd5b,Truffles Sheep,LARGE,9.0,25.0,110.0,In Stock,2024-01-13 10:08:53
a1a41d3c-0b33-4a5a-97c6-ff7137ff242e,0bcf074e-03a3-45e6-b95d-30ea316a0e44,Darvin Dragon,ONE SIZE,9.0,8.0,50.0,In Stock,2024-01-13 10:08:55
33e3f592-f56c-4d4f-a572-94ebea78c83b,b4d7ff66-c5e7-47e9-8b02-824048312cee,Golden Dragon,HUGE,7.0,26.0,120.0,In Stock,2024-01-13 10:08:57
67760ab1-e695-40ae-b2e6-2d105dabb3c2,b4d7ff66-c5e7-47e9-8b02-824048312cee,Golden Dragon,LARGE,5.0,20.0,65.0,In Stock,2024-01-13 10:08:57
3a1faf04-dd2d-4600-826c-d02012f58b9d,b4d7ff66-c5e7-47e9-8b02-824048312cee,Golden Dragon,LITTLE,3.0,12.0,32.5,In Stock,2024-01-13 10:08:57
d7281373-aa80-4604-b152-b5edcb4db97a,2abe9733-3a60-4405-bb32-dfc8242133e0,Golden Dragon Bag Charm,ONE SIZE,5.0,9.0,28.0,In Stock,2024-01-13 10:08:58
3c8f431c-365c-4914-8a7e-6b2904161271,2501bbf7-fc3a-4f45-a9b2-fc3ce130dcfc,Lavender Dragon Bag Charm,ONE SIZE,5.0,9.0,28.0,In Stock,2024-01-13 10:09:00
17c38714-f18d-49d2-a4c8-17e863a8e5e3,255d903f-f76c-464b-8b60-b4c961c97f83,Little Dragon Bag Charm,ONE SIZE,7.0,2.0,23.0,In Stock,2024-01-13 10:09:02
3b518466-c1ba-44de-b813-27245b08aff7,712c498b-8bf2-455e-9d27-b02e7c3e2206,Rose Dragon Bag Charm,ONE SIZE,5.0,9.0,28.0,In Stock,2024-01-13 10:09:03
e4cbb266-c378-499b-a09d-d5079d8fd19e,04aaa1bf-17f5-4f45-8f31-eab1fee97359,Snow Dragon Bag Charm,ONE SIZE,5.0,9.0,28.0,In Stock,2024-01-13 10:09:05
7162695f-4107-4d7a-93bf-68073052187d,26862dae-8782-466e-be08-ccf3b592ab56,Aimee Sheep,ONE SIZE,8.0,9.0,40.0,In Stock,2024-01-13 10:09:07
920c79ba-b8e4-40f6-a7fd-bb95a5e57785,3f587d6c-25a9-4f4a-938a-d85ece632d7a,Bashful Red Love Heart Bunny,MEDIUM,12.0,5.0,32.0,In Stock,2024-01-13 10:09:09
ae780cd8-2a37-4d86-bb4a-286142afcf15,3f587d6c-25a9-4f4a-938a-d85ece632d7a,Bashful Red Love Heart Bunny,SMALL,7.0,4.0,25.0,In Stock,2024-01-13 10:09:09
b8d0b568-e43b-4d61-96de-264dec1ae1ec,b8aee278-dcd9-4c70-9425-e446f8a63311,Fabian Frog Prince,ONE SIZE,9.0,8.0,40.0,In Stock,2024-01-13 10:09:10
34e3d6f5-da9f-4f03-904a-2135574465a2,e8a0905a-32ae-450b-aabe-0743730240bf,Loulou Love Bug,ONE SIZE,2.0,5.0,20.0,In Stock,2024-01-13 10:09:12
439e877d-b68c-451f-83fc-32be9a0ac434,da24141b-7d87-42d7-8dda-13b97ec51724,Amore Bunny,MEDIUM,10.0,7.0,40.0,In Stock,2024-01-13 10:09:13
7f9433ab-07e1-4413-8e1b-5b8f5689183f,d4288880-7c98-4905-9c51-59e3fda632ec,Bibbly Bobbly Sheep,ONE SIZE,14.0,9.0,55.0,In Stock,2024-01-13 10:09:15
af754158-b1b1-4d52-8b49-fa165f367c6c,b9cdffbb-9d90-4029-9527-966f99f2ecdd,Brynlee Bee,ONE SIZE,5.0,6.0,28.0,In Stock,2024-01-13 10:09:16
a5fac567-66bd-49f4-84ab-365d97cabe0f,48a177ba-1546-4846-b219-075c1b57209c,Bartholomew Bear Bathrobe,MEDIUM,10.0,5.0,45.0,In Stock,2024-01-13 10:09:18
077c7bc4-0fd2-4cdf-af8c-693a7aeafbcd,05931229-418f-4b08-85e6-232c87a111c6,Bashful Duckling,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-13 10:09:19
c30a8ec5-891e-4cbb-8baa-f5bfe366ad20,31abfdb6-750a-440f-b2d9-6efe541b8961,Bashful Moss Bunny,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-13 10:09:21
38030105-10e4-464c-859e-daf0f0dbe4ca,31abfdb6-750a-440f-b2d9-6efe541b8961,Bashful Moss Bunny,SMALL,7.0,4.0,18.0,In Stock,2024-01-13 10:09:21
a187446d-3e0b-45cb-8e26-e68fb36cfabf,7d2f2513-dae2-44f1-b345-322f791938c4,Bashful Viola Bunny,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-13 10:09:24
5a25abc1-a3ab-4e9c-8db3-3b930f7e5c4b,7d2f2513-dae2-44f1-b345-322f791938c4,Bashful Viola Bunny,SMALL,7.0,4.0,18.0,In Stock,2024-01-13 10:09:24
4b4adf59-02ca-4b31-8dcf-ca0ba1f0891f,5f034e6c-811d-4248-be93-01dd09333278,Bashful Bunny with Carrot,SMALL,7.0,4.0,28.0,In Stock,2024-01-13 10:09:25
72ca7221-bcbe-4c47-962f-1736b0e50409,613dc72c-e969-4b77-946e-7eb3d0c78cbe,Bashful Bunny with Daffodil,SMALL,7.0,4.0,28.0,In Stock,2024-01-13 10:09:27
db6c2b61-b092-4e04-b530-2b54966a64bf,d9ddd921-3c3e-4d8b-b1b8-406cb8d3956e,Lottie Fairy Bunny Book,ONE SIZE,7.0,7.0,15.0,In Stock,2024-01-13 10:09:28
51d081e2-fc98-4f28-a9cc-5bda863950e7,3e7a8f8f-685d-4a97-8749-13dcb625fe9f,Blossom Cherry Bunny,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-13 10:09:30
c5bd8425-30bf-4f5f-a41a-ef6ee6897843,3e7a8f8f-685d-4a97-8749-13dcb625fe9f,Blossom Cherry Bunny,SMALL,7.0,4.0,18.0,In Stock,2024-01-13 10:09:30
30cac2fc-a519-4f83-803f-a8e48f517645,64ceea83-dd03-4bf0-950f-fa843110d35d,Dainty Dessert Bunny Cupcake,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-13 10:09:31
b937e2c9-3e58-40cb-951c-64112425cf55,81a3fd8f-365e-4825-92ae-dcc667b1a348,Dainty Dessert Bunny Macaron,ONE SIZE,5.0,5.0,28.0,In Stock,2024-01-13 10:09:33
618e8ec4-26d0-4f1e-bb05-fd2315f073b9,99657005-287e-40a9-b449-c8fb44ba125d,Fluffy Chicken,ONE SIZE,4.0,2.0,15.0,In Stock,2024-01-13 10:09:35
595be1f3-9b0f-40d9-9d88-4035a8070a75,27cc7648-fb7b-4acc-93e3-885ce020959f,Fluffy Duck,ONE SIZE,4.0,2.0,15.0,In Stock,2024-01-13 10:09:36
d00c93bb-d4b6-439d-bf40-6e3939ab9a3b,22587d95-1789-49ab-8c07-cb410e03c057,Finnegan Frog,ONE SIZE,9.0,3.0,20.0,In Stock,2024-01-13 10:09:38
e95596d6-ba5d-46bb-b4cb-02c5ec129bcd,db7d0fdc-bac1-4688-a1fd-a80c50b7b915,Lottie Bunny Fairy,ONE SIZE,11.0,3.0,32.5,In Stock,2024-01-13 10:09:39
17a75b18-e400-4c86-9f6e-94f88ccff2a6,52995357-9cd5-4be9-92fa-21e1abfe7b43,Smudge Rabbit Big,BIG,6.0,17.0,75.0,In Stock,2024-01-13 10:09:41
3930efc3-8d75-463a-b85b-2d461865041b,0f994bc9-3350-409f-9ca5-3402192a2e2a,Amore Corgi,MEDIUM,10.0,7.0,40.0,In Stock,2024-01-13 10:09:42
2cc3b443-5899-4ffb-b9b3-fbc883775e68,89733de2-8876-433e-91ae-57a1f2773278,Bashful Pegasus,MEDIUM,12.0,5.0,28.0,In Stock,2024-01-13 10:09:44
9f4cbd7b-a9ad-42d4-a09f-a7dca2cb4b2c,5f56b54f-bcd1-4769-92f7-41298c6a32a9,If I Were an Owl Board Book,ONE SIZE,6.0,6.0,13.5,In Stock,2024-01-13 10:09:46
b5012bab-2064-4fa0-9d14-d0c1167f87bd,aed75da9-ca38-478c-a1c4-2db6a14df316,Betty Corgi Bag Charm,ONE SIZE,4.0,2.0,23.0,In Stock,2024-01-13 10:09:47
84cc1af7-1963-473d-b3fe-e5979549ccea,187a714c-0fbf-4b2f-ac39-feaadec2eca8,Rory Le Courageux Petit Lion Livre (The Very Brave Lion),ONE SIZE,9.0,9.0,15.0,In Stock,2024-01-13 10:09:48
61328f29-b437-4216-a95a-936f0a3cce45,9d80035e-c57b-4faa-96c0-af91b83da790,Lapin Timide Et Ses Petites Aventures Livre (Little Me),ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-13 10:09:50
914ca46b-99b4-4427-a3fd-4cc77c115579,7e9c361f-c9a4-4199-9e11-d615861de1be,Lapin Timide Veille Sur Tes Nuits Livre (The Magic Bunny),ONE SIZE,7.0,7.0,15.0,In Stock,2024-01-13 10:09:52
1201d0bf-c725-4de4-87ca-22eeb850db93,20187f94-2400-47d4-93ec-cf4710f93e00,Lapin Timide Veut Grandir Livre (When I Am Big),ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-13 10:09:53
f03dedc2-ba1a-469f-ba54-664e3d8452f8,ec6b6634-55e7-4b39-b591-635a00612a33,Bodacious Beak Parrot,ONE SIZE,9.0,4.0,30.0,In Stock,2024-01-13 10:09:54
8af669a9-4edf-4c10-a09a-57033becbb2e,d1b2ef2d-5793-42ca-879c-aed7195e25f3,Bodacious Beak Toucan,ONE SIZE,9.0,4.0,30.0,In Stock,2024-01-13 10:09:56
ed6735a5-7080-4cc4-a48c-9a98efdc3492,c581de27-e176-432e-9833-0f8dca9a0ee5,Bryno Dino,ONE SIZE,12.0,6.0,55.0,In Stock,2024-01-13 10:09:58
a1bf03ec-6e4d-49fa-91f1-64d8755fbf27,46f7dc50-49d8-4a5a-9050-e5b5c23b8f53,Coquette Cutie Bunny,ONE SIZE,10.0,2.0,32.5,In Stock,2024-01-13 10:09:59
7cafd6d6-3912-40a5-94f8-c60ed0c1284a,2d52b55e-e6a7-4fa4-800a-0b73f7102909,Comfy Coat Bunny,ONE SIZE,7.0,3.0,25.0,In Stock,2024-01-13 10:10:01
befc10b9-9fc5-4c7f-a743-fb0d8b8e7381,1518c856-5cbe-490d-9be1-da43618000a5,Comfy Coat Mouse,ONE SIZE,7.0,3.0,25.0,In Stock,2024-01-13 10:10:02
cf94d913-ca80-47f8-a122-6803577cb501,31aa7899-f761-438b-8f94-78e4b3a10314,Cuddlebud Bernard Bunny,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-13 10:10:04
77d3bf34-f723-491c-927f-f1d88785f148,21ef552b-31cb-4089-b319-01d158a5c4e3,Cuddlebud Darcy Dormouse,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-13 10:10:05
a28837b6-330c-42d2-a62c-e8ce99157231,9d2d2d8f-61f0-4bf7-9ec7-583433f2e76a,Cuddlebud Morgan Mole,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-13 10:10:07
764078fd-e212-48e9-98d7-052b7833972b,3b0f9911-e6f2-49a5-9450-9162541ea041,Spooky Greta Gremlin,ONE SIZE,11.0,4.0,40.0,In Stock,2024-01-13 10:10:08
a7f36e85-d6eb-479f-af71-a348a2a6f590,0738299f-93f8-45cc-90fb-f82328a50c87,Harvey Bear,ONE SIZE,11.0,25.0,150.0,In Stock,2024-01-13 10:10:10
a4442a41-47a9-4c45-a2ad-b6c335e15d88,5dd35ce7-36d6-4dbb-8d01-bd0470ac2653,Huddles Grey Elephant,ONE SIZE,10.0,6.0,45.0,In Stock,2024-01-13 10:10:12
344b8046-a756-4a1f-9287-ffa72da8c5ea,2bf5ac0f-fa5c-4a2c-a9ca-f264fb9858ac,Isadora Unicorn,ONE SIZE,13.0,13.0,65.0,In Stock,2024-01-13 10:10:13
597e34d9-0679-4191-bf03-98adc86cc894,cb0c593e-70f0-4df5-a88d-bd00f17c7dad,Little Dragon,ONE SIZE,7.0,4.0,22.0,In Stock,2024-01-13 10:10:15
c404d85c-5a08-49c4-90ce-bbad61ea1c63,c114b19e-a72d-4c93-8206-efeaab1b7fb1,Lois Lionfish,ONE SIZE,6.0,10.0,35.0,In Stock,2024-01-13 10:10:16
90e8103e-8be4-41e1-ab57-cb59273cf159,a4dbd893-51ac-42e1-8d7d-9d2273ea7330,Napping Nipper Westie,ONE SIZE,4.0,6.0,25.0,In Stock,2024-01-13 10:10:18
81b9d7e3-ba03-42ca-91e9-1de63d032bcd,d6c6a160-42c8-46ce-988b-9e1ab2bb50b4,Otto Sausage Dog Bag Charm,ONE SIZE,4.0,2.0,23.0,In Stock,2024-01-13 10:10:20
8e1fca67-332e-4ca9-92cc-71cd357fbc20,fc30934e-9180-4e8e-806f-bb83f051ed87,Ricky Rain Frog Bag,ONE SIZE,7.0,7.0,40.0,In Stock,2024-01-13 10:10:21
e88bf633-357c-4288-a598-e1615797bc5b,52c6bfe0-cfe7-4573-a38a-3aa4e6ee0bb5,Stellan Sabre Tooth Tiger,ONE SIZE,19.0,7.0,75.0,In Stock,2024-01-13 10:10:23
fc7563f6-8b8b-420f-8e84-ef5474aaa9fe,8e486e83-f852-4916-b6f7-1d94d20754a9,Bashful Snow Tiger Soother,ONE SIZE,13.0,13.0,25.0,In Stock,2024-01-13 10:10:24
4272d467-aa7b-4c10-91a6-e4530b095330,fd0fb193-9a12-496c-8ad5-d2be022458f4,Spindleshanks Spider,SMALL,3.0,14.0,27.5,In Stock,2024-01-13 10:10:26
e9cb34d0-b95d-4c96-9255-b38e283f4913,bf9745d7-9745-4ebb-b3e7-a36469ffeba0,Stanley Stick Insect,ONE SIZE,3.0,11.0,28.0,In Stock,2024-01-13 10:10:28
1965fafc-b809-4679-b9bd-fec04c431b85,7c82fd06-7f5a-498f-abfe-0c2b388f793e,Viggo Mammoth,ONE SIZE,19.0,7.0,75.0,In Stock,2024-01-13 10:10:29
5a288260-519a-4509-b2a2-33bb72614bc6,72bd50a8-31e0-411c-8f6e-501041454aa7,Maya Octopus,REALLY BIG,30.0,12.0,130.0,In Stock,2024-01-13 10:10:31
cee4b977-7486-473c-9e84-57127c4d772d,72bd50a8-31e0-411c-8f6e-501041454aa7,Maya Octopus,LARGE,19.0,7.0,53.0,More on the way,2024-01-13 10:10:31
3d629cab-5c54-47f8-ac0f-31eb6fcd8d79,72bd50a8-31e0-411c-8f6e-501041454aa7,Maya Octopus,LITTLE,9.0,4.0,30.0,Returning to stock next week,2024-01-13 10:10:31
b004467e-60b3-4acd-a5bb-b9388445a8fc,72bd50a8-31e0-411c-8f6e-501041454aa7,Maya Octopus,TINY,6.0,3.0,18.0,Returning to stock 3-4 weeks,2024-01-13 10:10:31
4e7557e1-5e98-4352-9033-07c22d8a7e6f,1484017a-855c-4d8e-9704-e947320f5948,Albert Jack Russell,ONE SIZE,7.0,6.0,30.0,In Stock,2024-01-13 10:10:33
7992a3f5-13d0-4a9f-b471-0c370b977ce0,adf878ce-a241-4e3d-89dd-8cb62bced115,Birdling Hummingbird,ONE SIZE,4.0,2.0,17.0,In Stock,2024-01-13 10:10:34
c0ee1dd8-14e0-4f7b-84a4-9f681bf9d2c7,8f0d8fd6-6b22-42d3-adb2-0e1a30128766,Bashful Christmas Bunny,MEDIUM,12.0,5.0,27.5,In Stock,2024-01-13 10:10:36
0ea4eeae-553d-43da-9665-4462e1d6f63e,7b01b0df-148a-4cc9-a02c-1bb81ccf6501,Bashful Luxe Bunny Luna,HUGE,20.0,8.0,85.0,In Stock,2024-01-13 10:10:38
894fcfa8-e700-4ac6-95a5-0b7878068416,7b01b0df-148a-4cc9-a02c-1bb81ccf6501,Bashful Luxe Bunny Luna,MEDIUM,12.0,5.0,35.0,In Stock,2024-01-13 10:10:38
d9716374-cea7-494c-b1e6-c98057a51f41,b6c61ca8-3b60-4f4d-91b1-c95fc87b2e44,Bashful Christmas Bunny Decoration,TINY,5.0,2.0,15.0,In Stock,2024-01-13 10:10:40
37225f38-1045-4fbc-b6dd-f6a1204f34ae,913d4af4-758b-4da0-aa04-803f2d2f1eff,Merry Mouse Book,ONE SIZE,7.0,7.0,15.0,In Stock,2024-01-13 10:10:41
8e26fd09-6a44-4884-b0a5-34d10d9a8cf9,7a4a1d23-e794-4857-bbe8-88cbc14cfd04,Otto’s Snowy Christmas Book,ONE SIZE,7.0,9.0,15.0,In Stock,2024-01-13 10:10:43
b3998704-9217-469c-b1cd-e254bda4b4ec,7f95fd37-107e-42a6-823e-5d718f7d02b8,The Playful Polar Bears Book,ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-13 10:10:44
22879615-4b8e-47f2-808d-0793de3643b8,4915aba8-bdb7-4585-9ef5-05a089b3d565,Mitzi Reindeer’s Dream Book,ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-13 10:10:46
2836dc3a-08d8-4588-9400-f071aa6d6225,246bba0f-bb1e-4caf-948c-09442bc1c4e8,Festive Folly Penguin,ONE SIZE,4.0,2.0,12.5,In Stock,2024-01-13 10:10:47
176dbb07-b1e5-4689-8541-9b1ccfd2d42e,56af1cd1-2d08-455c-9d1a-3d544aa60e37,Sofia Reindeer,ONE SIZE,17.0,5.0,60.0,In Stock,2024-01-13 10:10:49
cb5339a0-40b1-468f-b20e-9943539b1004,d6411421-e583-4a0f-b58f-f26a313b7f89,Christmas Grizzo,ONE SIZE,11.0,4.0,37.5,In Stock,2024-01-13 10:10:51
038151c0-8041-4eba-912b-2aceebce4871,99363b00-7c5d-496b-95d5-86c910a2d4ee,Maurice Macaroni Penguin,ONE SIZE,8.0,5.0,32.5,In Stock,2024-01-13 10:10:52
28af6550-5db4-495b-be96-09d6ae112c2e,65fbd256-2686-46b6-9809-29e7fb713aaa,Merry Mouse,ONE SIZE,7.0,4.0,27.5,In Stock,2024-01-13 10:10:54
8bf7a63b-080e-4af5-b58e-c640f7f2d73d,30474786-9d66-4ea2-bcf1-c64f4a4a2509,Merry Mouse Present,ONE SIZE,7.0,4.0,27.5,In Stock,2024-01-13 10:10:55
dadf207d-da08-43f1-a4df-c01ff9043633,347cda84-8289-4b67-b63e-6420958ed8d5,Merry Mouse Skiing,ONE SIZE,8.0,5.0,37.5,In Stock,2024-01-13 10:10:57
25faa8b9-bd87-409b-89d9-78c6e4fe8ac5,54c802c4-6f67-4fee-9909-73f30238a7b6,Winter Warmer Otto Sausage Dog,ONE SIZE,6.0,3.0,32.5,In Stock,2024-01-13 10:10:58
be069f84-a3a2-405f-adc7-aa0abf6e1452,7f86fe40-dfe8-4b21-bade-026f6897a9bf,Personalised Bashful Luxe Bunny Luna Huge,HUGE,20.0,8.0,91.0,In Stock,2024-01-13 10:11:00
f854f59c-a4a5-4469-8f5f-5d826c3de5d8,65697059-c0cc-43d0-a3f9-062ed8338d7a,Personalised Bashful Luxe Bunny Luna Medium,MEDIUM,12.0,5.0,41.0,In Stock,2024-01-13 10:11:02
7100afaf-cdad-4dad-a65c-3a5c21e8dbea,8874fdb0-58a5-46f2-a90a-154acc34c8ee,Winter Warmer Pippa Black Labrador,ONE SIZE,9.0,3.0,32.5,In Stock,2024-01-13 10:11:04
11efdfd5-1d9a-4094-91dc-725afb6101ed,12c4cebd-b1f7-4bbc-8928-3a9c384af1a6,Santa Ricky Rain Frog,ONE SIZE,6.0,5.0,35.0,In Stock,2024-01-13 10:11:05
e08ec899-9eee-4a1e-ae6d-2269f6e6bb16,84ef9746-3d14-4902-ab52-d314cb58e3b3,Otto's Snowy Christmas Book & Winter Warmer Otto Sausage Dog,ONE SIZE,,,47.5,In Stock,2024-01-13 10:11:07
6c8be40b-8c38-4e18-9061-665e662bca73,2702147a-a003-4274-93e5-8d97dd57a12b,Amuseabean Bunny,ONE SIZE,4.0,4.0,20.0,In Stock,2024-01-13 10:11:08
f77b594c-29d6-4dd2-aa16-f6a491d0de7d,3afdf18c-3765-468e-9e39-bc52a111c626,Amuseabean Highland Cow,ONE SIZE,4.0,4.0,20.0,In Stock,2024-01-13 10:11:10
46d4359e-d0b9-4395-96c2-958167717449,a9d7ac0f-fa23-4c89-80a7-0851f6f2467e,Amuseabean Ram,ONE SIZE,4.0,4.0,20.0,In Stock,2024-01-13 10:11:12
718f30e0-d48c-4096-a101-720d5e34d79e,b467c921-9ed5-4e66-bda9-bb82a21d7200,Bartholomew Bear Bag Charm,ONE SIZE,5.0,2.0,23.0,In Stock,2024-01-13 10:11:13
a1199277-9901-4ef1-a2c0-666cdf88fe03,709369f0-4d05-4575-8439-035afe394f37,Bashful Luxe Bunny Rosa,HUGE,20.0,8.0,85.0,More on the way,2024-01-13 10:11:15
a1443483-b100-4257-b656-1dd08fc71210,709369f0-4d05-4575-8439-035afe394f37,Bashful Luxe Bunny Rosa,MEDIUM,12.0,5.0,35.0,In Stock,2024-01-13 10:11:15
677e939c-7e38-4f33-9de9-d5e1a29242f9,206eeebe-c1d8-4a68-8946-8a837613605a,Bashful Luxe Bunny Willow,HUGE,20.0,8.0,85.0,More on the way,2024-01-13 10:11:19
9ad172c8-5676-4d9b-8211-4584b5fa5968,206eeebe-c1d8-4a68-8946-8a837613605a,Bashful Luxe Bunny Willow,MEDIUM,12.0,5.0,35.0,In Stock,2024-01-13 10:11:19
9371707b-0208-45f7-809c-389f8d469fa8,ace88a57-ce05-488d-b215-913aaad2bd1c,Birdling Goldfinch,ONE SIZE,4.0,3.0,17.0,In Stock,2024-01-13 10:11:20
484fc3f5-2f4b-4505-b7ab-ebf360b6e032,dbdd92a3-2ac8-4e28-b663-620325bab685,Birdling Swallow,ONE SIZE,4.0,3.0,17.0,In Stock,2024-01-13 10:11:22
7c9f07a1-5193-47b0-9dbf-87a39ad61baf,060163a8-e2e8-4357-8cbf-bced51588e87,Blowzy Belle Sheep,ONE SIZE,16.0,4.0,37.5,In Stock,2024-01-13 10:11:24
899ef715-7f0e-4f18-b2ff-438fabbd49fa,37f205fd-8ef7-4ff1-9b50-eea54180b9b6,Fou Fou Ostrich,ONE SIZE,8.0,6.0,28.5,In Stock,2024-01-13 10:11:25
e4dcc608-00f3-4e76-bafe-93d96186bfc6,1e42cc50-1a7f-430e-a49f-3ab23b1dbd04,Fou Fou Peacock,ONE SIZE,8.0,6.0,28.5,In Stock,2024-01-13 10:11:27
5dbbdf1a-e43b-4765-9a89-66f27d71adab,1686dc8b-f8a1-40bc-9bac-9a1d3e9504a2,Fuzzkin Monkey,ONE SIZE,9.0,4.0,25.0,In Stock,2024-01-13 10:11:28
469623cd-bef8-4bbf-8e98-4ebc361a6c4a,af439c17-e8c2-4872-b5a3-ea6073a73e54,Ginny Goat,ONE SIZE,10.0,6.0,35.0,In Stock,2024-01-13 10:11:30
21bed175-40a9-4daf-8bdf-c009c61b8398,435b9000-3067-4b30-af42-a9a573ec2820,Gracie Grouper Fish,ONE SIZE,4.0,10.0,30.0,In Stock,2024-01-13 10:11:32
226d5693-2e8e-49ca-988e-97c28a63fefc,7b884d06-535a-4e5d-b033-3a1d51d5f8ea,Hector Fox Terrier,ONE SIZE,9.0,4.0,35.0,In Stock,2024-01-13 10:11:33
8ae261cc-306a-430f-a320-98503b359a05,b754c86c-b328-4707-bc90-444541a38cb6,Jinx Monster,ONE SIZE,17.0,6.0,35.0,In Stock,2024-01-13 10:11:35
90d03e3e-606b-4849-a096-77a0c109db6d,6499bd5b-675a-47e1-a81d-84d520b971b4,Jollipop Cat,ONE SIZE,8.0,4.0,23.5,In Stock,2024-01-13 10:11:37
b727860a-bcad-4c9d-903a-a7112c8882b4,140d9993-da78-43d4-98a9-7951fe192b3f,Jollipop Puppy,ONE SIZE,8.0,4.0,23.5,In Stock,2024-01-13 10:11:38
6ae0497e-a62d-42a7-b008-7d71df872508,7fc2e590-390f-4d5d-adf7-e18e4a02779b,Little Monkey,ONE SIZE,7.0,4.0,22.0,In Stock,2024-01-13 10:11:40
7fd48f15-4dc8-4cc0-abc9-19309b29ff53,f4e557d4-2299-4342-9dfe-5363b2459a76,Lavender Dragon,HUGE,7.0,26.0,120.0,In Stock,2024-01-13 10:11:42
a0b263e8-3871-421f-8fa2-2df764fc5017,f4e557d4-2299-4342-9dfe-5363b2459a76,Lavender Dragon,MEDIUM,5.0,20.0,65.0,In Stock,2024-01-13 10:11:42
4d4c66e8-56c6-4d1a-bbb0-2855c85779c0,f4e557d4-2299-4342-9dfe-5363b2459a76,Lavender Dragon,LITTLE,3.0,12.0,32.5,In Stock,2024-01-13 10:11:42
6ac7365f-d2e7-4c04-853f-71abad1c5277,306bc5ee-7086-42f6-8f75-d8ed10dd362f,Lila Ballerina Bunny,ONE SIZE,13.0,2.0,35.0,In Stock,2024-01-13 10:11:43
5b85ef6c-c889-470e-ba1e-7636dfd872fa,5014b6be-2963-4b3b-b322-61779503dfa8,Madison Monkey,ONE SIZE,13.0,2.0,32.5,In Stock,2024-01-13 10:11:45
fe3b193d-9751-424b-9ee5-0f1c7ec38e23,10011b6e-a3fe-486d-8a46-0119ea9df487,Ollivander the Orca,ONE SIZE,9.0,25.0,70.0,In Stock,2024-01-13 10:11:47
