jellycatsizeid,jellycatid,jellycatname,size,price,stock,height,width,datecreated
0d65a2c3-f252-4ecf-a70c-abec7b2bee43,8dadfafb-b42b-4c62-9bc8-ae38564e1a47,Bashful Moss Bunny,SMALL,18.0,In Stock,7.0,4.0,2024/01/09 16:11:36
ccb94260-0a9a-40ed-997a-abd386b6f5b5,914496dd-7701-4ea3-905d-a7566a733b25,Bashful Viola Bunny,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/09 16:11:38
d90e2025-7d78-4a5b-a3cc-a569b30cab5a,914496dd-7701-4ea3-905d-a7566a733b25,Bashful Viola Bunny,SMALL,18.0,In Stock,7.0,4.0,2024/01/09 16:11:38
f9d62d78-58e1-42f5-b94d-31d33e1624c4,5d9c4dbe-a73e-4809-bccb-9570df1d6ce7,Bashful Bunny with Carrot,SMALL,28.0,In Stock,7.0,4.0,2024/01/09 16:11:39
bb1e44b5-eb6d-4fd5-b74c-27108527d5a9,5cfd9e6f-8106-4a07-8fcc-3434549cffbb,Bashful Bunny with Daffodil,SMALL,28.0,In Stock,7.0,4.0,2024/01/09 16:11:41
ff35cf7f-6534-41d4-9a44-b8234b7334e3,5ac4b3f1-d926-4dbd-bb72-2bf77617d91e,Lottie Fairy Bunny Book,ONE SIZE,15.0,In Stock,7.0,7.0,2024/01/09 16:11:42
42ee7d16-4842-4272-81d4-8c5c9dd4450e,fa2c1b4c-ace8-4e06-9cc1-89c374368f6d,Blossom Cherry Bunny,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/09 16:11:44
4f19b6e8-18af-4e33-a94c-9e5911ecc6b2,fa2c1b4c-ace8-4e06-9cc1-89c374368f6d,Blossom Cherry Bunny,SMALL,18.0,In Stock,7.0,4.0,2024/01/09 16:11:44
21a480bc-c1b8-4063-84a0-fb921ac6c8e7,a26200e5-21d0-4b8f-88d4-4dc78d20daa1,Dainty Dessert Bunny Macaron,ONE SIZE,28.0,In Stock,5.0,5.0,2024/01/09 16:11:46
780be7ed-0f89-4ee6-9f8a-a5e927e1b300,3423762d-d182-48b6-b163-074cb7df85d7,Lottie Bunny Fairy,ONE SIZE,32.5,In Stock,11.0,3.0,2024/01/09 16:11:48
35764fb5-856e-4ab8-87c7-62ab47c430df,60cf381e-0ebf-4f1f-b284-363d72ba3c05,Messenger Bunny,ONE SIZE,32.5,In Stock,7.0,5.0,2024/01/09 16:11:49
553dec4b-d690-4c29-8c87-70257d59ab14,d486224c-5380-4ae8-86c1-721cb0a44714,Smudge Rabbit Big,BIG,75.0,In Stock,6.0,17.0,2024/01/09 16:11:51
ce153859-0f70-4c95-be6a-8fdcca3c543b,bef793e9-591a-46a2-97c0-7f98cd2ea763,Amore Corgi,MEDIUM,40.0,In Stock,10.0,7.0,2024/01/09 16:11:52
c886a583-833d-40ab-bc16-40f920ff3c9f,009691d5-0c42-4682-a9a1-27b06d441bbf,Alexis Anglerfish,ONE SIZE,35.0,In Stock,6.0,8.0,2024/01/09 16:11:54
586618a5-b392-4526-b934-0b1b58e2f21a,fa50988a-05dd-4157-be36-058acf1f4ae4,Bartholomew Bear Pumpkin,LARGE,55.0,In Stock,14.0,8.0,2024/01/09 16:11:55
88e70a3d-2a54-4633-b98e-9696c3b8b090,d65eb251-707a-4557-bbf4-81268222bd57,Bashful Hedgehog,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/09 16:11:57
d2497371-82cc-44f3-9b7d-5d097bc11928,8ebb8963-61b0-4fc0-b738-f7c9c10b5b5b,Bashful Pegasus,MEDIUM,28.0,In Stock,12.0,5.0,2024/01/09 16:11:59
113c6fd4-0c36-4b32-a758-5a707645a727,722f68ad-48bc-4f88-a6bb-adccdb453b6b,If I Were an Owl Board Book,ONE SIZE,13.5,In Stock,6.0,6.0,2024/01/09 16:12:00
4766bea3-6f9e-4718-a859-ff54a489931b,c57c05bc-370b-4635-ba5e-c2eb76537e0b,Betty Corgi Bag Charm,ONE SIZE,23.0,In Stock,4.0,2.0,2024/01/09 16:12:02
8e7ead3d-18e3-4a5c-ae33-29327ab237e9,a5fb3b60-6b41-4b88-bf20-7c59f1489f48,Rory Le Courageux Petit Lion Livre (The Very Brave Lion),ONE SIZE,15.0,In Stock,9.0,9.0,2024/01/09 16:12:03
8981fdde-3839-431b-97df-7311f3abd096,655767d8-bf6e-4919-a89a-64aee5d83ee7,Lapin Timide Et Ses Petites Aventures Livre (Little Me),ONE SIZE,15.0,In Stock,8.0,8.0,2024/01/09 16:12:05
5ff5af6a-3067-4275-9623-c8ebd3df83f9,128b3db4-d35d-4ade-89b3-923068d8758f,Lapin Timide Veille Sur Tes Nuits Livre (The Magic Bunny),ONE SIZE,15.0,In Stock,7.0,7.0,2024/01/09 16:12:06
1a061b8f-c8b6-45c5-8771-8c0e939ee7c5,17f000fa-7294-428f-802f-222121886833,Lapin Timide Veut Grandir Livre (When I Am Big),ONE SIZE,15.0,In Stock,8.0,8.0,2024/01/09 16:12:08
e41da0aa-c5e1-43e2-a908-fc552363c3bb,220aa837-ce7f-4005-84fd-d27991cb58ce,Bodacious Beak Parrot,ONE SIZE,30.0,In Stock,9.0,4.0,2024/01/09 16:12:10
d3c09701-b4ea-4008-b45e-cb17b84ebe14,428a0e19-ff8a-4574-8d5e-269829a9fe43,Bodacious Beak Toucan,ONE SIZE,30.0,In Stock,9.0,4.0,2024/01/09 16:12:11
d69a0060-3956-48dc-96ed-b0c0f9636e79,5db4e7aa-d2dd-4c70-aef0-019dd2f6ee2a,Bryno Dino,ONE SIZE,55.0,In Stock,12.0,6.0,2024/01/09 16:12:13
db0a770c-d2e9-42bb-98a8-9d1467348570,108bed97-18fb-47b7-8179-6b9873c9ed04,Coquette Cutie Bunny,ONE SIZE,32.5,In Stock,10.0,2.0,2024/01/09 16:12:14
7bed5a1c-484b-4ed5-9e76-e64e9f767090,0f2dd582-d2e3-4a00-9375-54d78044e173,Comfy Coat Bunny,ONE SIZE,25.0,In Stock,7.0,3.0,2024/01/09 16:12:16
81193519-2b30-4065-8234-cd5b2d3acb39,7ed2af29-4049-4153-b793-033018960362,Comfy Coat Mouse,ONE SIZE,25.0,In Stock,7.0,3.0,2024/01/09 16:12:18
ca271d2e-0c88-49fe-adee-bce61e13164e,c6527033-36e0-465e-8ced-57645b971935,Cuddlebud Bernard Bunny,ONE SIZE,28.0,In Stock,6.0,4.0,2024/01/09 16:12:19
543c811e-cb14-423d-9e4b-fde9ffb3f379,8005c87d-511d-4cd4-b27e-6385889f479a,Cuddlebud Darcy Dormouse,ONE SIZE,28.0,In Stock,6.0,4.0,2024/01/09 16:12:21
99f95b51-2c7a-4388-a0c5-eb950b7a2290,4e8f31ab-035f-4347-8555-bcbc9e7d7cea,Cuddlebud Morgan Mole,ONE SIZE,28.0,In Stock,6.0,4.0,2024/01/09 16:12:22
5e766d11-c370-4f8c-b98a-63a5488669ee,26e47976-de57-4fac-887c-db1d325fa8ac,Daphne Pomeranian,ONE SIZE,33.0,In Stock,9.0,8.0,2024/01/09 16:12:24
2a751cad-3ad1-484d-ae28-5cdf0fcfebb8,6502806b-2dc3-4e7c-8414-b9ca218fa759,Spooky Greta Gremlin,ONE SIZE,40.0,In Stock,11.0,4.0,2024/01/09 16:12:26
cae0db39-f14d-4747-a681-86064e4ae40a,7ad8dbbb-3168-4841-afd1-5723f6442b77,Harvey Bear,ONE SIZE,150.0,In Stock,11.0,25.0,2024/01/09 16:12:27
f506957c-f967-4da7-8819-00e035cab9d5,6a68196c-8a35-4d8b-b07c-83cb1b53e6c4,Huddles Grey Elephant,ONE SIZE,45.0,In Stock,10.0,6.0,2024/01/09 16:12:29
364b0504-de36-4c2b-ad52-5f9b238d1437,15093f43-4a81-4217-b415-a5ba7f69559f,Isadora Unicorn,ONE SIZE,65.0,In Stock,13.0,13.0,2024/01/09 16:12:30
2486bb6a-03f9-4717-87eb-0dba07fa5db0,e86e9ddd-a9d2-46ed-8e82-c0b5fbd6f09d,Little Dragon,ONE SIZE,22.0,In Stock,7.0,4.0,2024/01/09 16:12:32
427d1776-9fd7-4cd4-b998-8dac06b98565,4e449b7d-94ff-472f-9017-d129559291c6,Lois Lionfish,ONE SIZE,35.0,In Stock,6.0,10.0,2024/01/09 16:12:34
ab31739f-aff4-4161-accd-80cac9552fd9,de16bbd4-0f44-4ed0-a07f-20eaf20d73db,Napping Nipper Westie,ONE SIZE,25.0,In Stock,4.0,6.0,2024/01/09 16:12:35
4b42ac52-6213-4833-941c-47bafa3492bd,43158a33-f794-4843-a8e6-61cf2d7c9448,Otto Sausage Dog Bag Charm,ONE SIZE,23.0,In Stock,4.0,2.0,2024/01/09 16:12:37
3629645f-a7a9-4987-8cdf-1abc630a9d80,199141cc-c5da-4186-8bef-acc670ac3621,Ricky Rain Frog Bag Charm,ONE SIZE,23.0,In Stock,3.0,3.0,2024/01/09 16:12:39
1ebfa4cd-f3ef-440a-acea-9527600d8094,eca08b1e-ef53-4c48-97f5-a2365c88c6ec,Ricky Rain Frog Bag,ONE SIZE,40.0,In Stock,7.0,7.0,2024/01/09 16:12:40
844eef78-9831-4d11-918d-b49de464be2b,9764f860-cfe3-4b83-b69f-260413b9e62f,Stellan Sabre Tooth Tiger,ONE SIZE,75.0,In Stock,19.0,7.0,2024/01/09 16:12:42
a410bc97-aa2d-4630-8d18-efad1f5d1143,d4486199-1085-4474-a543-c31fd8fcde1f,Sweater French Bulldog Purple,ONE SIZE,32.5,In Stock,7.0,7.0,2024/01/09 16:12:44
bb7102b5-d917-451e-b7d7-4b4fccd69f4b,daab35cb-e6fa-43b0-94a7-000ed89325aa,Bashful Snow Tiger Soother,ONE SIZE,25.0,In Stock,13.0,13.0,2024/01/09 16:12:45
3036fb12-d641-44f5-af71-4cf7600d9b65,c1fc8eaf-d62d-4fcb-ac85-e73f352c7a5d,Spindleshanks Spider,SMALL,27.5,In Stock,3.0,14.0,2024/01/09 16:12:48
3ca6557f-33f6-4a72-9737-f9eb928056a2,b5f87a1f-f2b3-4fc7-b456-86270093e005,Stanley Stick Insect,ONE SIZE,28.0,In Stock,3.0,11.0,2024/01/09 16:12:50
128a87b9-f701-4bd2-b13e-d9bd9899ff38,f137ddae-097e-4302-90b5-87dcbf252e97,Viggo Mammoth,ONE SIZE,75.0,In Stock,19.0,7.0,2024/01/09 16:12:51
48e4d7ad-ce57-4085-9762-4b69853c9a02,b5c61397-caf6-4505-9449-7ff627a13be7,Maya Octopus,REALLY BIG,130.0,In Stock,30.0,12.0,2024/01/09 16:12:53
ff99a374-0c1a-41fb-8115-01bd0772c3dd,b5c61397-caf6-4505-9449-7ff627a13be7,Maya Octopus,LARGE,53.0,More on the way,19.0,7.0,2024/01/09 16:12:53
abfa8bff-92c5-4367-ab77-2d3c145108bb,b5c61397-caf6-4505-9449-7ff627a13be7,Maya Octopus,LITTLE,30.0,Returning to stock 3-4 weeks,9.0,4.0,2024/01/09 16:12:53
21517989-249b-435a-ad36-656a87ada17f,b5c61397-caf6-4505-9449-7ff627a13be7,Maya Octopus,TINY,18.0,In Stock,6.0,3.0,2024/01/09 16:12:53
21991662-83be-449a-ad20-ed1c3d35d385,43df1703-2ec1-4cb9-8ac0-6c1155268ecb,Albert Jack Russell,ONE SIZE,30.0,In Stock,7.0,6.0,2024/01/09 16:12:55
a96e3a9b-fb6c-4a1b-aa82-4d395cb1c912,029ae5f4-dfe6-45bd-94fa-0be4ee14d35d,Birdling Hummingbird,ONE SIZE,17.0,In Stock,4.0,2.0,2024/01/09 16:12:57
a4b03d3d-8285-42d6-ba30-20173ccb12ca,3afa3437-f10b-4e87-be20-b7932ee8fb23,Bashful Christmas Bunny,MEDIUM,27.5,In Stock,12.0,5.0,2024/01/09 16:12:58
31eae899-7254-4a67-ba80-8a191704e026,39278fd8-8dc4-47c1-aa21-05e01e7d41b8,Bashful Luxe Bunny Luna,HUGE,85.0,In Stock,20.0,8.0,2024/01/09 16:13:00
123b78a3-4ee7-425c-8dcb-877c97af0f89,39278fd8-8dc4-47c1-aa21-05e01e7d41b8,Bashful Luxe Bunny Luna,MEDIUM,35.0,In Stock,12.0,5.0,2024/01/09 16:13:00
b790b9b8-82c9-428b-b7b6-725260a506e6,74b2c72b-603e-43ae-86d3-3b8bad48a8c4,Bashful Christmas Bunny Decoration,TINY,15.0,In Stock,5.0,2.0,2024/01/09 16:13:02
58c5d646-868d-45d4-aaf3-d3c1057a1dc5,68060540-6bfa-4d10-ac23-b9a4abfeab38,Merry Mouse Book,ONE SIZE,15.0,In Stock,7.0,7.0,2024/01/09 16:13:04
361d6a8f-00e6-4014-956c-f7457bf94a92,f66d0c29-f94e-4424-bc10-614757b2d4ce,Otto’s Snowy Christmas Book,ONE SIZE,15.0,In Stock,7.0,9.0,2024/01/09 16:13:05
b33092ec-3e93-4129-a1cf-eef23dd5bcd9,742afaff-2e99-4142-a9c3-ff0eb1a6b265,The Playful Polar Bears Book,ONE SIZE,15.0,In Stock,8.0,8.0,2024/01/09 16:13:07
cdf0176a-bc81-4d5a-9387-023ecbc96e97,b7da6fca-db1f-4179-953c-01210251ffdd,Mitzi Reindeer’s Dream Book,ONE SIZE,15.0,In Stock,8.0,8.0,2024/01/09 16:13:08
eceaf58a-1c70-4957-b09a-6df937c0eaac,0479cbc3-120a-476c-b08d-eae5851adaf2,Festive Folly Penguin,ONE SIZE,12.5,In Stock,4.0,2.0,2024/01/09 16:13:10
3bdd53a2-8a67-496e-a614-8b46ecb144ee,222fd47b-881d-4c46-9489-5de0c4a0093a,Sofia Reindeer,ONE SIZE,60.0,In Stock,17.0,5.0,2024/01/09 16:13:12
067e3c40-ec30-4ee6-8a98-bb2f882155e7,f081bc8a-931e-4361-8210-a58bc87e4985,Christmas Grizzo,ONE SIZE,37.5,In Stock,11.0,4.0,2024/01/09 16:13:13
a05c6b71-bb04-40da-971f-224e200d8166,4952b9a4-db9a-439f-9921-8342a85de9c8,Maurice Macaroni Penguin,ONE SIZE,32.5,In Stock,8.0,5.0,2024/01/09 16:13:15
9f277cac-04fa-455c-b17e-33ee66c69480,79fff990-5aae-432a-831d-80c5ab4722f4,Merry Mouse,ONE SIZE,27.5,In Stock,7.0,4.0,2024/01/09 16:13:16
0ac616da-e179-4fd7-b83a-6f891238a709,7b1a125b-b9a4-4b89-8914-816183d94c32,Merry Mouse Present,ONE SIZE,27.5,In Stock,7.0,4.0,2024/01/09 16:13:18
7598a2ff-b26c-4e23-bfa4-9c32c0822eb5,847f9c5f-6121-4d15-9b16-c45941544b55,Merry Mouse Skiing,ONE SIZE,37.5,In Stock,8.0,5.0,2024/01/09 16:13:20
538e8136-4182-4a9c-b35e-43d3fd38af86,11a6afd6-d6b7-41b8-87b8-33c5f7c884a0,Winter Warmer Otto Sausage Dog,ONE SIZE,32.5,In Stock,6.0,3.0,2024/01/09 16:13:21
8fa2a77a-b24e-4c5c-abbe-28f9cb8db4ff,4c5dd392-fb39-4d2f-b6b0-2eeb665f0d8c,Personalised Bashful Luxe Bunny Luna Huge,HUGE,91.0,In Stock,20.0,8.0,2024/01/09 16:13:23
f61d6ba8-52e0-4a0c-b078-ce751c2ca846,beb85957-17a4-4ec3-a120-cfe2905d15d4,Personalised Bashful Luxe Bunny Luna Medium,MEDIUM,41.0,In Stock,12.0,5.0,2024/01/09 16:13:25
23e77d12-c528-489c-9e1e-c4dd43aa3b31,f04fbf6d-2c6e-4920-905a-39b79e8414ef,Winter Warmer Pippa Black Labrador,ONE SIZE,32.5,In Stock,9.0,3.0,2024/01/09 16:13:27
6ae0cd47-eac0-4471-be40-e7ac9df8729f,b9788802-85f4-4b2b-b313-62fefbe81cb4,Santa Ricky Rain Frog,ONE SIZE,35.0,In Stock,6.0,5.0,2024/01/09 16:13:28
e14b6ee8-d949-49ee-b260-03d0cc33a467,c78b92af-5e70-4c82-adc7-286ff0590c56,Otto's Snowy Christmas Book & Winter Warmer Otto Sausage Dog,ONE SIZE,47.5,In Stock,,,2024/01/09 16:13:30
1bca901a-1982-42a5-9433-9b0bedc31e6a,c58f9961-e1da-4db0-a50f-bc02ffd60c1d,Amuseabean Bunny,ONE SIZE,20.0,In Stock,4.0,4.0,2024/01/09 16:13:32
c7df534f-f1b0-448c-b2ca-e78857c442f9,c67d5376-d409-48fb-8e56-33cfe8b6814e,Amuseabean Highland Cow,ONE SIZE,20.0,In Stock,4.0,4.0,2024/01/09 16:13:33
d7c50f4e-aeb3-4465-8baf-b9c098cb1f60,cfb9ac1f-3049-4182-8153-5a26b6d5d343,Amuseabean Ram,ONE SIZE,20.0,In Stock,4.0,4.0,2024/01/09 16:13:35
28e49d4c-eb5b-46de-aa06-a6dca223fe6a,e36d2b29-6df7-4029-9a12-f79204c4ef2a,Bartholomew Bear Bag Charm,ONE SIZE,23.0,In Stock,5.0,2.0,2024/01/09 16:13:37
db95ad5f-a605-47e5-9a0d-86d7afac6a6c,2209f6d8-623e-40bd-89cf-c94d4ed7749a,Bashful Luxe Bunny Rosa,HUGE,85.0,More on the way,20.0,8.0,2024/01/09 16:13:39
2bdc6f2a-69e4-4e5b-9858-bb8878a212eb,2209f6d8-623e-40bd-89cf-c94d4ed7749a,Bashful Luxe Bunny Rosa,MEDIUM,35.0,In Stock,12.0,5.0,2024/01/09 16:13:39
4bcb28d0-e34e-4b7b-8351-5ff69d017b5d,1b55ccee-d9a3-4373-8bd6-6586a3e38ac7,Bashful Luxe Bunny Willow,HUGE,85.0,More on the way,20.0,8.0,2024/01/09 16:13:41
339c10be-2b7b-422b-bb31-7a40faf5313b,1b55ccee-d9a3-4373-8bd6-6586a3e38ac7,Bashful Luxe Bunny Willow,MEDIUM,35.0,In Stock,12.0,5.0,2024/01/09 16:13:41
61f3084a-209b-4f38-a478-e03cea73f43b,f085e2a2-5d7b-4259-bdf7-36837d99f745,Birdling Goldfinch,ONE SIZE,17.0,In Stock,4.0,3.0,2024/01/09 16:13:42
19de6e13-8c1c-4de8-b8e5-e0595ee1481e,15f9068b-eeee-4eb7-b6d9-0c6f8c456e71,Birdling Swallow,ONE SIZE,17.0,In Stock,4.0,3.0,2024/01/09 16:13:44
d1120afa-7e92-47e1-9f92-77c1290e8326,976ef9c2-e301-487d-80e0-e658dc2c5ac1,Blowzy Belle Sheep,ONE SIZE,37.5,In Stock,16.0,4.0,2024/01/09 16:13:46
dcce675b-4bf2-4326-9e40-1916f82348d1,2e634fb5-a91c-458c-a653-3b36c8dd4444,Fou Fou Ostrich,ONE SIZE,28.5,In Stock,8.0,6.0,2024/01/09 16:13:47
781adf28-126b-4961-81b6-7489d5d36ce1,98df8d83-a2c2-4960-9e6f-3b0e349ed796,Fou Fou Peacock,ONE SIZE,28.5,In Stock,8.0,6.0,2024/01/09 16:13:49
af4fbf07-8422-4cd2-b291-c9bd510355cf,f0be5ea0-ddfd-4bd9-8154-f7587fa72ff4,Fuzzkin Monkey,ONE SIZE,25.0,In Stock,9.0,4.0,2024/01/09 16:13:50
a204c540-9ec2-4b73-bc36-2642f361c990,55fcc5f1-1cb1-4c70-a3be-5b010f2ef2ff,Ginny Goat,ONE SIZE,35.0,In Stock,10.0,6.0,2024/01/09 16:13:52
203f5e02-da54-4986-8bb2-78d1ed75d067,859e3c4b-9f39-4360-9b64-cbaccb99b884,Gracie Grouper Fish,ONE SIZE,30.0,In Stock,4.0,10.0,2024/01/09 16:13:54
69761900-66e5-412e-9e56-4c190eb3cf9a,b87a6b43-2408-46af-b20c-37b17bdd908c,Hector Fox Terrier,ONE SIZE,35.0,In Stock,9.0,4.0,2024/01/09 16:13:56
08bb8635-2b9a-42c5-a9af-8006678af8ac,3fe8447b-db5c-4080-82e5-081ca608fb44,Jinx Monster,ONE SIZE,35.0,In Stock,17.0,6.0,2024/01/09 16:13:57
d360af49-9743-4e7a-bbba-9b7d9cfe2d8e,d4aefbab-a075-4e75-afb2-552afc7aa3dc,Jollipop Cat,ONE SIZE,23.5,In Stock,8.0,4.0,2024/01/09 16:13:59
3e00f3d6-1024-473d-8872-ec874ef31e8d,cad23a00-ee90-490c-9558-271748b4dd73,Jollipop Puppy,ONE SIZE,23.5,In Stock,8.0,4.0,2024/01/09 16:14:00
14a31a2b-4771-4a3e-b77a-d2ce32a09cae,82cd1199-39a5-4151-8c7d-700869e76587,Lavender Dragon,HUGE,120.0,In Stock,7.0,26.0,2024/01/09 16:14:03
2fca4e6b-300f-42c6-892f-d66f33d83c57,82cd1199-39a5-4151-8c7d-700869e76587,Lavender Dragon,MEDIUM,65.0,In Stock,5.0,20.0,2024/01/09 16:14:03
25d4c4dd-e2dc-4731-ab51-549f08267fe0,82cd1199-39a5-4151-8c7d-700869e76587,Lavender Dragon,LITTLE,32.5,In Stock,3.0,12.0,2024/01/09 16:14:03
6cc980ff-10c4-4038-89de-3e302dc6899e,ccd1cb2c-5250-4632-831a-486f74950a3f,Lila Ballerina Bunny,ONE SIZE,35.0,In Stock,13.0,2.0,2024/01/09 16:14:04
0a06e4cb-fd88-461e-8b6a-ba1a791aecaf,95437c52-aa3c-46d1-af6d-ddbac6e5253d,Madison Monkey,ONE SIZE,32.5,In Stock,13.0,2.0,2024/01/09 16:14:06
93c9fb06-32d8-4735-bf74-a30693f47e36,80818901-a372-4ef4-837e-fa1c321fdab2,Ollivander the Orca,ONE SIZE,70.0,In Stock,9.0,25.0,2024/01/09 16:14:08
e66c9a56-ce57-47d0-bb6c-5541c183bb57,180a980f-ce42-4a5f-9eb8-d2f734f0b874,Oswald Orangutan,ONE SIZE,65.0,In Stock,13.0,12.0,2024/01/09 16:14:09
