jellycatsizeid,jellycatid,jellycatname,size,height,width,price,stock,datecreated
eb48bb76-bcb8-4326-97cc-c4803d40027d,889a740a-d3b0-4a68-a9c5-bacdceeabb9f,Coquette Cutie Bunny,ONE SIZE,10.0,2.0,32.5,In Stock,2024-01-14 10:25:03
1f075603-a88a-4233-a852-2a2d8e8dd93e,09317653-eece-4b71-b89a-1b2cb4bea3c3,Comfy Coat Bunny,ONE SIZE,7.0,3.0,25.0,In Stock,2024-01-14 10:25:04
6fa6d78b-0725-4e5d-9d7c-2478badf89e0,a933edb4-9c88-4503-8fd8-9530f872835c,Comfy Coat Mouse,ONE SIZE,7.0,3.0,25.0,In Stock,2024-01-14 10:25:06
6a9cfb3c-d8f8-4a98-8c10-ad49cab868ed,fc45feae-3728-4f31-8d01-b8f267cddbde,Cuddlebud Bernard Bunny,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-14 10:25:07
25898461-d622-43bb-973a-48ebe9efc00e,1f53e4f3-4e6d-47e2-99df-cb3ff22eb843,Cuddlebud Darcy Dormouse,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-14 10:25:09
d66685d6-b075-4e78-b029-d76f0017d27b,3fafd723-d573-469d-856b-59be6252ac2d,Cuddlebud Morgan Mole,ONE SIZE,6.0,4.0,28.0,In Stock,2024-01-14 10:25:10
6ad4728d-3016-40eb-94df-14c7ed4a7f4f,8a62045c-3e0a-4ad9-831c-898bcaedc035,Spooky Greta Gremlin,ONE SIZE,11.0,4.0,40.0,In Stock,2024-01-14 10:25:12
ea16792d-ab95-456c-b146-539c623055a4,6658b4bd-6c57-46a2-a998-bab4b6cb18ea,Harvey Bear,ONE SIZE,11.0,25.0,150.0,In Stock,2024-01-14 10:25:14
acfacef3-2080-4091-8c03-36d49ebc6256,efc5e60f-b953-4fa2-a518-1477c209f1a3,Huddles Grey Elephant,ONE SIZE,10.0,6.0,45.0,In Stock,2024-01-14 10:25:15
75762254-56d7-41fc-93f5-143529e9862c,bed5403c-24fa-4cc4-b944-e6891421f7fa,Isadora Unicorn,ONE SIZE,13.0,13.0,65.0,In Stock,2024-01-14 10:25:16
735d88f0-f4dd-4440-9a8a-b0e981d78bdc,e98f8090-c5f2-4a89-b1ef-4db0fb066591,Little Dragon,ONE SIZE,7.0,4.0,22.0,In Stock,2024-01-14 10:25:18
e43ac6dd-7fed-42df-b461-9b20b0e567ee,43d7cafa-f838-4931-a7fd-ba67d6018fc0,Lois Lionfish,ONE SIZE,6.0,10.0,35.0,In Stock,2024-01-14 10:25:19
6bec457f-94b9-407d-831a-aa0d5418aa57,9dade501-10c2-4c3b-9847-5ef6411c3a69,Napping Nipper Westie,ONE SIZE,4.0,6.0,25.0,In Stock,2024-01-14 10:25:21
cbe1757c-e699-47fb-ac58-b3b4551ef2d7,568ca731-3cff-4ea0-88ec-eb770b0df3f4,Otto Sausage Dog Bag Charm,ONE SIZE,4.0,2.0,23.0,In Stock,2024-01-14 10:25:23
44eb5371-4f5a-4478-aa18-1a76fde3fd34,45f65116-d42b-4180-9125-447b7c97f22d,Ricky Rain Frog Bag,ONE SIZE,7.0,7.0,40.0,In Stock,2024-01-14 10:25:24
08778a9f-8456-4d7c-a3c7-704c49a414df,bdfaa2cf-71fb-4a26-93eb-ede12cb139b0,Stellan Sabre Tooth Tiger,ONE SIZE,19.0,7.0,75.0,In Stock,2024-01-14 10:25:26
fc77cba5-3fde-488a-a5a2-8d586a4e19fd,54c3c381-b128-4262-a568-46e72783758e,Bashful Snow Tiger Soother,ONE SIZE,13.0,13.0,25.0,In Stock,2024-01-14 10:25:28
0c69a621-2364-4f1c-95bd-245177dd590d,e34d2bb5-7888-4e98-a0f0-c9452cb31cf3,Spindleshanks Spider,SMALL,3.0,14.0,27.5,In Stock,2024-01-14 10:25:30
7b8a3fd3-2a38-4230-8972-bdd9a9ebea33,3042887f-bf9b-4867-b442-a12930961f4e,Stanley Stick Insect,ONE SIZE,3.0,11.0,28.0,In Stock,2024-01-14 10:25:31
1b8cdc8f-baa1-4a0b-a780-f5271b0ad59f,b9cc4d61-b9cc-4502-b827-bd41a9672e3d,Viggo Mammoth,ONE SIZE,19.0,7.0,75.0,In Stock,2024-01-14 10:25:33
ce8fdf8b-deba-4c10-ac7a-86d16bdc978e,5aa2a7a5-a36e-4626-9ad5-c43e71d726be,Maya Octopus,REALLY BIG,30.0,12.0,130.0,In Stock,2024-01-14 10:26:09
11d09cd8-2610-470d-a1d2-c8942d227b48,5aa2a7a5-a36e-4626-9ad5-c43e71d726be,Maya Octopus,LARGE,19.0,7.0,53.0,More on the way,2024-01-14 10:26:09
e91428b0-e106-47ef-b5be-7c1009579dff,5aa2a7a5-a36e-4626-9ad5-c43e71d726be,Maya Octopus,LITTLE,9.0,4.0,30.0,Returning to stock next week,2024-01-14 10:26:09
8fe8dd05-ae59-44d0-94bf-76692d88084b,5aa2a7a5-a36e-4626-9ad5-c43e71d726be,Maya Octopus,TINY,6.0,3.0,18.0,Returning to stock 3-4 weeks,2024-01-14 10:26:09
cc9eb97a-5789-4b9d-84b9-c595423365d8,80029cfe-353e-4b8c-a059-202231ca6381,Albert Jack Russell,ONE SIZE,7.0,6.0,30.0,In Stock,2024-01-14 10:26:11
33e767f2-151c-4345-830a-5e568758e587,a3a4d89f-5407-4e43-ab96-770eeebbf467,Birdling Hummingbird,ONE SIZE,4.0,2.0,17.0,In Stock,2024-01-14 10:26:12
c841d7e6-1db0-4d34-babc-5f30f40719ab,c476de20-56a4-44a8-8718-fa174ea14b01,Bashful Christmas Bunny,MEDIUM,12.0,5.0,27.5,In Stock,2024-01-14 10:26:14
b13ee931-e2cd-496e-b6f2-096cfa118d5b,78065856-890e-43b8-b24a-95ed7c05f4ca,Bashful Luxe Bunny Luna,HUGE,20.0,8.0,85.0,In Stock,2024-01-14 10:26:18
195aa3d2-07fd-4125-be7a-88779388829c,78065856-890e-43b8-b24a-95ed7c05f4ca,Bashful Luxe Bunny Luna,MEDIUM,12.0,5.0,35.0,In Stock,2024-01-14 10:26:18
292f928e-e503-408b-b71e-c8e2feb17535,14bfedfd-d2f0-47d7-8490-422bd0fa90e5,Bashful Christmas Bunny Decoration,TINY,5.0,2.0,15.0,In Stock,2024-01-14 10:26:20
dc18fcb1-99ad-4a6e-ad7e-053fbfcd881a,d34d782f-3e4b-493c-8f12-914694ebac9f,Merry Mouse Book,ONE SIZE,7.0,7.0,15.0,In Stock,2024-01-14 10:26:21
0cdc97f1-5d88-4a23-b4af-51dbe90b9883,900f03c9-bf3f-47fe-86e9-d099f9834f5b,Otto’s Snowy Christmas Book,ONE SIZE,7.0,9.0,15.0,In Stock,2024-01-14 10:26:23
893fd408-9c78-4549-a893-93d402458a6a,4813825a-ce19-4a28-a964-7eb515c2f6a4,The Playful Polar Bears Book,ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-14 10:26:24
44c25629-acb1-44b6-8ded-09e3b5494dc8,168a8370-a128-4220-a84d-fffaaa5b9fa3,Mitzi Reindeer’s Dream Book,ONE SIZE,8.0,8.0,15.0,In Stock,2024-01-14 10:26:26
58a7f09d-0db3-4122-b25a-57848b09fae6,49127585-c112-4c3a-a32a-e3e37454ae81,Festive Folly Penguin,ONE SIZE,4.0,2.0,12.5,In Stock,2024-01-14 10:26:27
54a4b3a6-7e24-4c23-b419-f9c1492b44fc,1194a0bd-48b4-4463-9371-3ce38d1b9394,Sofia Reindeer,ONE SIZE,17.0,5.0,60.0,In Stock,2024-01-14 10:26:29
bb239146-431a-449f-8dc9-cc902f944639,03c13a58-ada7-48e2-a8ec-9e249b287516,Christmas Grizzo,ONE SIZE,11.0,4.0,37.5,In Stock,2024-01-14 10:26:31
b03e015d-bc0c-446a-8382-883d00d2ebb6,b84a0c4b-f79a-4803-8abe-f192925ede25,Maurice Macaroni Penguin,ONE SIZE,8.0,5.0,32.5,In Stock,2024-01-14 10:26:33
140b4ae1-7e51-4345-9b13-f315460f3b29,c6854aac-a3c1-465d-b3cf-281ec24f6a42,Merry Mouse,ONE SIZE,7.0,4.0,27.5,In Stock,2024-01-14 10:26:34
d9034275-d740-412a-9b7f-264bdb94f2b9,c6bc11b9-666b-474b-8b70-9cfc2250da34,Merry Mouse Present,ONE SIZE,7.0,4.0,27.5,In Stock,2024-01-14 10:26:36
f1211555-f628-4bc4-a303-c23cd650701a,4410a95b-9405-4345-8c52-64237f8771f7,Merry Mouse Skiing,ONE SIZE,8.0,5.0,37.5,In Stock,2024-01-14 10:26:38
1923c998-d559-43a8-bc64-0ad5f6ac1c98,75d47533-4b93-4db9-b35d-5da98fdd2d42,Winter Warmer Otto Sausage Dog,ONE SIZE,6.0,3.0,32.5,In Stock,2024-01-14 10:26:39
98c55d5a-8c1b-4f4e-8f44-eb3cbf5d02bf,3f1f7a43-f12c-4dae-9669-9fc380ad0e1d,Personalised Bashful Luxe Bunny Luna Huge,HUGE,20.0,8.0,91.0,In Stock,2024-01-14 10:26:41
44e41723-e696-41a2-a8c7-26c3f5b03546,c180a3e4-a800-449f-8b80-867463d2b061,Personalised Bashful Luxe Bunny Luna Medium,MEDIUM,12.0,5.0,41.0,In Stock,2024-01-14 10:26:43
50573581-d657-4f70-9814-7be26f304925,1852cfb8-91b9-48ca-a0d8-50c2ec1dd992,Winter Warmer Pippa Black Labrador,ONE SIZE,9.0,3.0,32.5,In Stock,2024-01-14 10:26:45
b35022dd-ed7b-4ad4-96a4-c37320f6c56a,ff4326c1-136a-421f-89b9-bff3148ca1b7,Santa Ricky Rain Frog,ONE SIZE,6.0,5.0,35.0,In Stock,2024-01-14 10:26:46
0e020164-a9e0-4b60-85b9-9174d89af9f4,f4aeff13-5fee-4b62-9588-2158c6164932,Otto's Snowy Christmas Book & Winter Warmer Otto Sausage Dog,ONE SIZE,,,47.5,In Stock,2024-01-14 10:26:48
73397625-96b5-47f7-a107-1cf39d17ea4d,59caf5b1-2c81-4f06-8a54-ef3a8e4b0b2f,Amuseabean Bunny,ONE SIZE,4.0,4.0,20.0,In Stock,2024-01-14 10:26:49
f1f1c613-e11f-42b0-8012-13f72762de57,02865d5f-66ef-45f8-9586-56921faab8f4,Amuseabean Highland Cow,ONE SIZE,4.0,4.0,20.0,In Stock,2024-01-14 10:26:51
1591552b-dd62-48c6-81ba-a9c8e7ae3986,ebaad462-89a1-424d-8ae3-f7ad01979522,Amuseabean Ram,ONE SIZE,4.0,4.0,20.0,In Stock,2024-01-14 10:26:53
0227a028-c263-444f-9abb-199ea3f2ef97,10bbafde-6bb5-452f-b9f9-88736221b7fe,Bartholomew Bear Bag Charm,ONE SIZE,5.0,2.0,23.0,In Stock,2024-01-14 10:26:54
bd738cf6-742c-4db0-8afe-c03b7d788cdb,8adc3e64-8e88-4a48-af3c-2b35f6d7247a,Bashful Luxe Bunny Rosa,HUGE,20.0,8.0,85.0,More on the way,2024-01-14 10:26:57
0b77581b-647f-49ec-94f9-f76f1875e613,8adc3e64-8e88-4a48-af3c-2b35f6d7247a,Bashful Luxe Bunny Rosa,MEDIUM,12.0,5.0,35.0,In Stock,2024-01-14 10:26:57
3cc7c703-8483-4db1-8469-832f1f60383d,3c1dc53b-87c3-4020-a642-29c096b61cff,Bashful Luxe Bunny Willow,HUGE,20.0,8.0,85.0,More on the way,2024-01-14 10:26:59
e655c4a1-db37-4ab3-ba5f-cb429920bb89,3c1dc53b-87c3-4020-a642-29c096b61cff,Bashful Luxe Bunny Willow,MEDIUM,12.0,5.0,35.0,In Stock,2024-01-14 10:26:59
dfff8085-2e00-4792-b0d0-60e5e5b9e3a4,11db36cf-adcc-457e-a90b-0336edf40391,Birdling Goldfinch,ONE SIZE,4.0,3.0,17.0,In Stock,2024-01-14 10:27:00
9fb66d93-4997-402e-aaaa-665dd4963946,a14ee26e-ae43-4935-94c5-06441b04306d,Birdling Swallow,ONE SIZE,4.0,3.0,17.0,In Stock,2024-01-14 10:27:02
24c6ee76-d247-4b21-9d47-d42b622c87d4,c266ab92-f188-494e-903c-df7fe7034d9f,Blowzy Belle Sheep,ONE SIZE,16.0,4.0,37.5,In Stock,2024-01-14 10:27:03
868869a8-72ef-47ed-95c9-be53eff7beff,5cf353b4-be2c-4104-8e10-155f500d7834,Fou Fou Ostrich,ONE SIZE,8.0,6.0,28.5,In Stock,2024-01-14 10:27:05
9a8e7a32-ab7c-4ebd-8825-ad529f249b8c,4e91ccab-2153-4925-87f3-9ebbde3bfe10,Fou Fou Peacock,ONE SIZE,8.0,6.0,28.5,In Stock,2024-01-14 10:27:07
f9b207f1-d41f-4738-ad85-1683e159146d,18888bcb-332b-443c-88e0-341bffcdef29,Fuzzkin Monkey,ONE SIZE,9.0,4.0,25.0,In Stock,2024-01-14 10:27:08
6a4e764e-bdfe-419c-b933-d93e936de93c,87adaf69-5f35-4e03-be47-420228bc3aef,Ginny Goat,ONE SIZE,10.0,6.0,35.0,In Stock,2024-01-14 10:27:10
1a0253d7-acbb-495a-b245-77055bcf4806,79e4580e-6de3-48bb-ae22-c4e37cc81fc8,Gracie Grouper Fish,ONE SIZE,4.0,10.0,30.0,In Stock,2024-01-14 10:27:12
51cb3d17-d022-4d96-a587-bd58aee871fa,c315cb38-7f57-4483-bdfa-706b19b5f07a,Hector Fox Terrier,ONE SIZE,9.0,4.0,35.0,In Stock,2024-01-14 10:27:14
4da98192-b270-4952-a6c5-532a1da0e278,6ceff290-ef3b-4781-83c5-1a775cb12c3f,Jinx Monster,ONE SIZE,17.0,6.0,35.0,In Stock,2024-01-14 10:27:17
3184d115-de83-4a0b-9a1f-18a49510bc9c,61cee572-2656-4866-b44f-008ea0e2764a,Jollipop Cat,ONE SIZE,8.0,4.0,23.5,In Stock,2024-01-14 10:27:20
3dca500f-e313-40a6-9017-5590beefeb9b,551f4425-23a1-4ff1-a02d-9891282597e2,Jollipop Puppy,ONE SIZE,8.0,4.0,23.5,In Stock,2024-01-14 10:27:22
37a90716-865a-4fb4-a2ce-fabbff181584,f5d9ede6-f337-4e4f-b41e-0f61e0bb19e2,Little Monkey,ONE SIZE,7.0,4.0,22.0,In Stock,2024-01-14 10:27:24
f4efba70-3281-412a-8453-29a67ff35a33,6ac30b7f-ad63-49f1-a6b5-b592d6897fc6,Lavender Dragon,HUGE,7.0,26.0,120.0,In Stock,2024-01-14 10:27:26
873f62db-6b7e-4a98-8e99-41652a55e7ad,6ac30b7f-ad63-49f1-a6b5-b592d6897fc6,Lavender Dragon,MEDIUM,5.0,20.0,65.0,In Stock,2024-01-14 10:27:26
d3db7b39-3226-4b81-a782-bdae4efd2b98,6ac30b7f-ad63-49f1-a6b5-b592d6897fc6,Lavender Dragon,LITTLE,3.0,12.0,32.5,In Stock,2024-01-14 10:27:26
65cc2e82-3e31-40a0-89e2-3077f7d83bef,6f899e45-0c2a-4558-8c9c-e2cf9faf7c3c,Lila Ballerina Bunny,ONE SIZE,13.0,2.0,35.0,In Stock,2024-01-14 10:27:28
d10030f4-eed3-4576-a990-e8a9ee92edd4,e6fe3e91-f237-4c7f-b3e8-92dbe72fc468,Madison Monkey,ONE SIZE,13.0,2.0,32.5,In Stock,2024-01-14 10:27:29
459a604f-056e-4235-aee8-839b2d5f94ba,3db64755-7461-4242-b4ed-f05b2ea30163,Ollivander the Orca,ONE SIZE,9.0,25.0,70.0,In Stock,2024-01-14 10:27:31
