,jellycat_id,jellycat_name,information,link,most_recent_date
29,3cb32b6c-1ffa-4938-ba66-a683e5344186,Bashful Luxe Bunny Willow,Huge Medium Buy MeOut of StockBest SellerBashful Luxe Bunny Willow $35.00 USD            (20),/us/bashful-luxe-bunny-willow-bas3wil/,2023-12-14 14:26:25
30,d1936424-da54-4b5e-bc8d-92fd6335d799,Bashful Blue Bunny,Huge Medium Tiny Buy MeOut of StockBashful Blue Bunny $25.00 USD            (16),/us/bashful-blue-bunny-bas4bb/,2023-12-14 14:26:25
31,254feee4-f955-4f7f-93a4-53654308d6e0,Huddles Duck,One Size  - 643Buy MeOut of StockHuddles Duck $42.00 USD            (5),/us/huddles-duck-hud2d/,2023-12-14 14:26:25
32,0bff4ffe-f0d9-479e-aed4-f2486281972b,Lois Lionfish,One Size  - 2234Buy MeOut of StockLois Lionfish $32.50 USD            (2),/us/lois-lionfish-lio3lf/,2023-12-14 14:26:25
33,94f05027-09b1-4c3c-8355-4a5fe9718182,Bashful Beige Bunny Soother,One Size  - 277Buy MeOut of StockBashful Beige Bunny Soother $25.00 USD            (10),/us/bashful-beige-bunny-soother-so4bb/,2023-12-14 14:26:25
34,c2b181dc-7824-4fd3-a07f-e5625b7d5e71,Munro Scottie Dog Bag Charm,One Size Buy MeOut of StockBack in stock February 2024Munro Scottie Dog Bag Charm $23.00 USD            (1),/us/munro-scottie-dog-bag-charm-mun4bc/,2023-12-14 14:26:25
35,45d2e436-bf5e-41e4-aeb8-e6ead2afbd5c,Elephants Can't Fly Book,One Size Buy MeOut of StockOut of StockElephants Can't Fly Book $15.00 USD            (2),/us/elephants-cant-fly-book-bk4ecf/,2023-12-14 14:26:25
36,8679ed8e-b94b-48bc-be2b-97afd30c8b95,Ricky Rain Frog Bag Charm,One Size Buy MeOut of StockOut of StockRicky Rain Frog Bag Charm $23.00 USD            (10),/us/ricky-rain-frog-bag-charm-rr4bcf/,2023-12-14 14:26:25
37,d067110a-ef02-4d3a-975f-af436a1a7aeb,Munro Scottie Dog,Huge Medium Buy MeOut of StockMunro Scottie Dog $75.00 USD            (15),/us/munro-scottie-dog-mun3sd/,2023-12-14 14:26:25
38,7ae39511-1e34-439b-91b0-afceb357bb86,Forest Fauna Frog,One Size  - 927Buy MeOut of StockForest Fauna Frog $32.50 USD            (16),/us/forest-fauna-frog-forf2f/,2023-12-14 14:26:25
39,2daf98e4-e77d-445b-baf3-b132f78f25b5,Bashful Golden Bunny with Personalised Red Jumper,Medium  - 779Buy MeOut of StockPersonalisedBashful Golden Bunny with Personalised Red Jumper $35.00 USD  ,/us/bashful-golden-bunny-with-personalised-red-jumper-jumprbas3gdb/,2023-12-14 14:26:25
40,061768d1-6691-45ca-971a-bb1dbf2acbd2,Rock-a-Bye Kitten,One Size  - 1978Buy MeOut of StockRock-a-Bye Kitten $27.50 USD            (1),/us/rockabye-kitten-rock4k/,2023-12-14 14:26:25
41,c2761730-7516-4332-a3a1-2cbfaad39e53,Otto the Loyal Long Dog Book and Otto Sausage Dog,LargeBuy MeOut of StockOut of StockOtto the Loyal Long Dog Book and Otto Sausage Dog $42.50 USD  ,/us/otto-the-loyal-long-dog-book-and-otto-sausage-dog-setbk4od/,2023-12-14 14:26:25
42,f3044abb-e9c2-4840-bbd4-59b87b67dfaa,Little Snake,One Size Buy MeOut of StockOut of StockLittle Snake $20.00 USD            (8),/us/little-snake-l3s/,2023-12-14 14:26:25
43,5769b5bb-e459-4cc8-9017-a42df5e2bb38,Maya Octopus,Really Big Large Little Tiny Buy MeOut of StockMaya Octopus $50.00 USD            (5),/us/maya-octopus-a2oc/,2023-12-14 14:26:25
44,7279cbbe-c7af-4a5c-a50a-9f81fda816a5,Cordy Roy Lion Activity Toy,One Size Buy MeOut of StockOut of StockCordy Roy Lion Activity Toy $30.00 USD  ,/us/cordy-roy-lion-activity-toy-sra2l/,2023-12-14 14:26:25
45,78878965-5684-49ab-8d69-95668d8a8082,Hibernating Bunny,One Size  - 880Buy MeOut of StockHibernating Bunny $18.50 USD            (3),/us/hibernating-bunny-hib3b/,2023-12-14 14:26:25
46,10581932-39ad-420f-bd70-32cc25530755,The Very Brave Lion Book,One Size  - 587Buy MeOut of StockThe Very Brave Lion Book $15.00 USD            (2),/us/the-very-brave-lion-book/,2023-12-14 14:26:25
47,eb47a6cf-3ca8-4199-b56f-6d27c1efd6e8,Ribble Dog,One Size  - 197Buy MeOut of StockRibble Dog $30.00 USD            (3),/us/ribble-dog-rib3d/,2023-12-14 14:26:25
48,bfcf5ba2-3adc-46af-856c-253aa9a8fd8d,Happihoop Owl,One Size  - 801Buy MeOut of StockHappihoop Owl $32.00 USD  ,/us/happihoop-owl-hap4o/,2023-12-14 14:26:25
49,f2b210e0-1263-49ac-b7df-8d40c015f64c,Hamish Hedgehog,One Size  - 626Buy MeOut of StockHamish Hedgehog $75.00 USD            (5),/us/hamish-hedgehog-ham1h/,2023-12-14 14:26:25
50,e426344a-bb90-42ea-b54a-adfec7144b0e,If I Were an Owl Board Book,One Size  - 445Buy MeOut of StockIf I Were an Owl Board Book $13.50 USD  ,/us/if-i-were-an-owl-board-book-bb444owln/,2023-12-14 14:26:25
51,8a094b13-5623-4995-a6d0-d83076686dce,Bashful Sloth with Personalised Red Jumper,Medium  - 720Buy MeOut of StockPersonalisedBashful Sloth with Personalised Red Jumper $35.00 USD  ,/us/bashful-sloth-with-personalised-red-jumper-jumprbas3sl/,2023-12-14 14:26:25
52,1c406b7a-cd6e-40ea-8a08-52a4b8de552e,Bashful Toffee Puppy,Medium Small Buy MeOut of StockOut of StockBashful Toffee Puppy $16.50 USD            (2),/us/bashful-toffee-puppy-small-bass6tpus/,2023-12-14 14:26:25
53,f178af65-6599-4663-b35d-19fbcbae8dfa,Tully Turtle,One Size Buy MeOut of StockOut of StockTully Turtle $30.00 USD            (7),/us/tully-turtle-tul3t/,2023-12-14 14:26:25
54,d31ff205-bb0f-4a57-9d4c-386018cd4998,Hector Fox Terrier,One Size  - 1021Buy MeOut of StockHector Fox Terrier $32.50 USD            (9),/us/hector-fox-terrier-he3ft/,2023-12-14 14:26:25
55,746b1ecf-199e-4827-a919-c61e3530f485,Burly Boo Sheep,One Size  - 1510Buy MeOut of StockBurly Boo Sheep $25.00 USD            (7),/us/burly-boo-sheep-bur3bs/,2023-12-14 14:26:25
56,4f511ca3-1093-431e-b238-5de782010bb7,Rock-a-Bye Bunny,One Size Buy MeOut of StockOut of StockRock-a-Bye Bunny $27.50 USD            (2),/us/rockabye-bunny-rock4b/,2023-12-14 14:26:25
57,f7a93e3e-cfc2-48f3-8013-b28feba59246,Nauticool Roly Poly Seal,One Size  - 1156Buy MeOut of StockNauticool Roly Poly Seal $13.50 USD            (8),/us/nauticool-roly-poly-seal-nau6rps/,2023-12-14 14:26:25
58,194855ab-cab0-4524-a627-4118f4c08802,Onyx Dragon,Huge Medium Little Buy MeOut of StockOut of StockOnyx Dragon $55.00 USD            (71),/us/onyx-dragon-onyx2dd/,2023-12-14 14:26:25
59,69abbd48-ea71-4f34-a3f5-e0b5bb23696c,If I Were A Rabbit Book,One Size  - 243Buy MeOut of StockIf I Were A Rabbit Book $13.50 USD  ,/us/if-i-were-a-rabbit-book-bb444r/,2023-12-14 14:26:25
60,823d2e55-6fcc-455c-98a8-ddbf45dc796a,Bashful Lilac Bunny with Personalised Red Jumper,Medium  - 436Buy MeOut of StockPersonalisedBashful Lilac Bunny with Personalised Red Jumper $35.00 USD  ,/us/bashful-lilac-bunny-with-personalised-red-jumper-jumprbas3hyus/,2023-12-14 14:26:25
61,4449c916-14cc-4b5b-988a-7d08f92d3fe4,Jinx Monster,One Size  - 1776Buy MeOut of StockJinx Monster $32.50 USD            (4),/us/jinx-monster-jnx2m/,2023-12-14 14:26:25
62,2c1d4cd4-9d46-48b1-89f1-ce63c653d57d,Bashful Lion with Personalised Red Jumper,Medium Buy MeOut of StockOut of StockBashful Lion with Personalised Red Jumper $35.00 USD  ,/us/bashful-lion-with-personalised-red-jumper-jumprbas3lion/,2023-12-14 14:26:25
63,79f00be3-bb1e-4c92-97f1-8fd18381f039,Bashful Truffle Bunny with Personalised Navy Jumper,Medium  - 772Buy MeOut of StockPersonalisedBashful Truffle Bunny with Personalised Navy Jumper $35.00 USD  ,/us/bashful-truffle-bunny-with-personalised-navy-jumper-jumpnbas3btr/,2023-12-14 14:26:25
64,2c623d10-c1f9-4fda-8708-c817ea41b783,Bashful Pink Bunny with Personalised Navy Jumper,Medium  - 415Buy MeOut of StockPersonalisedBashful Pink Bunny with Personalised Navy Jumper $35.00 USD  ,/us/bashful-pink-bunny-with-personalised-navy-jumper-jumpnbas4bp/,2023-12-14 14:26:25
65,c5202271-2251-4377-8d99-96c52082385c,Amuseabean Highland Cow,One Size  - 1289Buy MeOut of StockAmuseabean Highland Cow $18.50 USD            (6),/us/amuseabean-highland-cow-ad3hc/,2023-12-14 14:26:25
66,e895c6e4-ae83-4f02-a68d-000368980d4a,Fuddlewuddle Elephant,Huge Large Medium Tiny Buy MeOut of StockOut of StockFuddlewuddle Elephant $15.00 USD            (63),/us/fuddlewuddle-elephant-fw6euk/,2023-12-14 14:26:25
67,42474ae1-edaf-4126-8fd9-d4a3d72509e4,Evelyn Swan,One Size  - 850Buy MeOut of StockEvelyn Swan $40.00 USD            (2),/us/evelyn-swan-eve2s/,2023-12-14 14:26:25
68,f1115e40-3607-43f3-91d7-dfaf99580bd6,Edward Bear,Medium Small Buy MeOut of StockEdward Bear $23.50 USD            (30),/us/edward-bear-eb3br/,2023-12-14 14:26:25
69,da4c9469-d201-4f61-945a-9a2fd79b5314,Birdling Goldfinch,One Size  - 3109Buy MeOut of StockBirdling Goldfinch $15.00 USD            (3),/us/birdling-goldfinch-bir6g/,2023-12-14 14:26:25
70,cacbe7f2-4cbd-4c23-8c6b-9b22c365e1d9,Festive Folly Penguin,One Size  - 2401Buy MeOut of StockNew InFestive Folly Penguin $12.50 USD  ,/us/festive-folly-penguin-ffh6pen/,2023-12-14 14:26:25
71,674cad6d-af0b-459e-bf37-347b5d666cb2,Snoozling Hedgehog,One Size  - 183Buy MeOut of StockSnoozling Hedgehog $36.00 USD            (1),/us/snoozling-hedgehog-sno3h/,2023-12-14 14:26:25
72,9893df2c-f304-4d62-b821-9a6485722206,Curvie Pig,One Size Buy MeOut of StockOut of StockCurvie Pig $30.00 USD            (33),/us/curvie-pig-curv3p/,2023-12-14 14:26:25
73,78879447-6085-4d24-b449-4b3900af729e,Rory Le Courageux Petit Lion Livre (The Very Brave Lion),One Size  - 190Buy MeOut of StockRory Le Courageux Petit Lion Livre (The Very Brave Lion) $15.00 USD  ,/us/rory-le-courageux-petit-lion-livre-the-very-brave-lion-bk4blf/,2023-12-14 14:26:25
74,f39d0058-8fce-46c9-99df-a1bc6e636837,Lapin Timide Et Ses Petites Aventures Livre (Little Me),One Size  - 229Buy MeOut of StockLapin Timide Et Ses Petites Aventures Livre (Little Me) $15.00 USD  ,/us/lapin-timide-et-ses-petites-aventures-livre-little-me-bk4lmf/,2023-12-14 14:26:25
75,20a93dda-5820-4e6c-9f2b-2cdf914ee1c8,Bashful Pegasus,Medium  - 1834Buy MeOut of StockNew InBashful Pegasus $27.50 USD            (4),/us/bashful-pegasus-bas3peg/,2023-12-14 14:26:25
76,fe9083b0-658f-40b0-8b80-d4648b610db9,Bodacious Beak Toucan,One Size  - 1519Buy MeOut of StockBodacious Beak Toucan $28.00 USD            (4),/us/bodacious-beak-toucan-bod3bt/,2023-12-14 14:26:25
77,2d2e680f-549b-432e-8ee3-ef45683eb767,Bashful Giraffe with Personalised Cream Jumper,Medium Buy MeOut of StockOut of StockBashful Giraffe with Personalised Cream Jumper $35.00 USD  ,/us/bashful-giraffe-with-personalised-cream-jumper-jumpcbas3gn/,2023-12-14 14:26:25
78,c7c9238a-a63a-479b-9bd1-bb12eb62cca8,Blossom Heart Tulip Bunny,One Size  - 2933Buy MeOut of StockBlossom Heart Tulip Bunny $17.50 USD            (2),/us/blossom-heart-tulip-bunny-bl6htb/,2023-12-14 14:26:25
79,bd20590d-bcc5-4a1f-97bf-e65acc5e3108,Elly Ballerina Book and Dancing Darcey Elephant,Medium - 118Buy MeOut of StockElly Ballerina Book and Dancing Darcey Elephant $40.00 USD  ,/us/elly-ballerina-book-and-dancing-darcey-elephant-setbk4eb/,2023-12-14 14:26:25
80,0ded1346-2be0-40d5-bc61-7b7d3155f6de,Jubjub Gookie,One Size  - 637Buy MeOut of StockJubjub Gookie $30.00 USD            (13),/us/jubjub-gookie-jub3g/,2023-12-14 14:26:25
81,eab4d8a4-8728-48e0-90e9-b5c599ff60d5,Storm Octopus,Large Little Tiny Buy MeOut of StockOut of StockStorm Octopus $16.50 USD            (43),/us/storm-octopus-st2oc/,2023-12-14 14:26:25
82,a56eac01-610f-4faf-8da0-ac9504ea5f37,Little Dragon,One Size  - 741Buy MeOut of StockLittle Dragon $20.00 USD            (5),/us/little-dragon-l3dg/,2023-12-14 14:26:25
83,775ed139-4a7b-4526-a029-debff1bc41fd,Bashful Sunshine Bunny with Personalised Navy Jumper,Medium  - 1140Buy MeOut of StockPersonalisedBashful Sunshine Bunny with Personalised Navy Jumper $35.00 USD  ,/us/bashful-sunshine-bunny-with-personalised-navy-jumper-jumpnbas3bsu/,2023-12-14 14:26:25
84,bb11d805-58ab-4663-a06f-056321f9c8f2,Birdling Pigeon,One Size Buy MeOut of StockOut of StockBirdling Pigeon $15.00 USD            (33),/us/birdling-pigeon-bir6pi/,2023-12-14 14:26:25
85,2d6a1093-86d7-44fe-b50e-0ab1bd2b2410,Who Can I Find Book,One Size  - 2753Buy MeOut of StockWho Can I Find Book $15.00 USD  ,/us/who-can-i-find-book-bk4who/,2023-12-14 14:26:25
86,ff7f906e-b582-47b1-b8ac-928dfefa9cbd,Bashful Navy Bunny with Personalised Red Jumper,Medium  - 1231Buy MeOut of StockPersonalisedBashful Navy Bunny with Personalised Red Jumper $35.00 USD  ,/us/bashful-navy-bunny-with-personalised-red-jumper-jumprbas3nb/,2023-12-14 14:26:25
87,49e53737-1742-4a4f-bb10-cf42c521c5d3,Bashful Navy Bunny with Personalised Cream Jumper,Medium  - 1229Buy MeOut of StockPersonalisedBashful Navy Bunny with Personalised Cream Jumper $35.00 USD  ,/us/bashful-navy-bunny-with-personalised-cream-jumper-jumpcbas3nb/,2023-12-14 14:26:25
88,d2e038d9-cfea-473c-b34f-3dc4c028274f,Sensational Seafood Crab,One Size  - 73Buy MeOut of StockSensational Seafood Crab $12.50 USD            (23),/us/sensational-seafood-crab-ssea6cr/,2023-12-14 14:26:25
89,f2c8d6fd-8ef9-477f-8836-0bfcbf0157d7,Personalised Bashful Cream Bunny Soother,One Size  - 386Buy MeOut of StockPersonalisedPersonalised Bashful Cream Bunny Soother $31.00 USD  ,/us/personalised-bashful-cream-bunny-soother-persbb4bc/,2023-12-14 14:26:25
90,14cf290d-6ef4-41a1-96cb-275fb6a43ec7,Otto's Snowy Christmas Book & Winter Warmer Otto Sausage Dog,One Size - 2253Buy MeOut of StockNew InOtto's Snowy Christmas Book & Winter Warmer Otto Sausage Dog $47.50 USD  ,/us/ottos-snowy-christmas-book-winter-warmer-otto-sausage-dog-setbk4osc/,2023-12-14 14:26:25
91,9e0893df-fea7-4d20-a269-a70f814c4c27,Smudge Elephant,Medium Buy MeOut of StockOut of StockSmudge Elephant $32.50 USD            (84),/us/smudge-elephant/,2023-12-14 14:26:25
92,c08ec1bb-8bcc-4688-82af-7540c8a5a07a,Little Tiger,One Size  - 2147Buy MeOut of StockLittle Tiger $20.00 USD            (6),/us/little-tiger-l3t/,2023-12-14 14:26:25
93,b916f9a0-0eca-4076-a048-3f4a364dcd43,Bashful Shimmer Bunny with Personalised Navy Jumper,Medium  - 1059Buy MeOut of StockPersonalisedBashful Shimmer Bunny with Personalised Navy Jumper $35.00 USD  ,/us/bashful-shimmer-bunny-with-personalised-navy-jumper-jumpnbas3shim/,2023-12-14 14:26:25
94,fb209538-474e-4b98-a27b-9fd982caeab8,Bashful Blue Bunny Grabber,One Size Buy MeOut of StockOut of StockBashful Blue Bunny Grabber $15.00 USD  ,/us/bashful-blue-bunny-grabber-blb4gr/,2023-12-14 14:26:25
95,58f3fd6e-c3df-43de-92dd-2b8bb3e66bf7,Nippit Frog,One Size  - 193Buy MeOut of StockNippit Frog $15.00 USD            (20),/us/nippit-frog-nip3f/,2023-12-14 14:26:25
96,8c6117ca-f51a-4ba3-9aa4-c8d4d27c2354,Ronnie Rockhopper Penguin,One Size  - 1817Buy MeOut of StockNew InRonnie Rockhopper Penguin $25.00 USD            (15),/us/ronnie-rockhopper-penguin-ron3rp/,2023-12-14 14:26:25
97,a4537127-1c57-4506-885e-95fd1bfb1c1c,Fluffy Crab,One Size Buy MeOut of StockOut of StockFluffy Crab $11.00 USD            (37),/us/fluffy-crab-f6cb/,2023-12-14 14:26:25
98,3a21a43c-82b4-4c00-84b4-986cea213457,Fuddlewuddle Lion Soother,One Size  - 713Buy MeOut of StockFuddlewuddle Lion Soother $25.00 USD  ,/us/fuddlewuddle-lion-soother-fws2ln/,2023-12-14 14:26:25
99,8ef7f3d4-6b89-4dec-9c11-62fbf35808a1,Amuseabean Ram,One Size  - 844Buy MeOut of StockAmuseabean Ram $18.50 USD            (1),/us/amuseabean-ram-ad3r/,2023-12-14 14:26:25
100,588bb32b-649d-48b9-9f41-9cd16ee42907,My Friend Bunny Book and Bashful Beige Bunny,Medium - 391Buy MeOut of StockMy Friend Bunny Book and Bashful Beige Bunny $40.00 USD  ,/us/my-friend-bunny-book-and-bashful-beige-bunny-setbk4mfb/,2023-12-14 14:26:25
101,39d9af01-0c98-42c3-8e4c-6c2c79536ce5,Bashful Blue Bunny with Personalised Cream Jumper,Medium  - 311Buy MeOut of StockPersonalised JumperBashful Blue Bunny with Personalised Cream Jumper $35.00 USD            (2),/us/bashful-blue-bunny-with-personalised-cream-jumper-jumpcbas4bb/,2023-12-14 14:26:25
102,fa49c36e-ef4c-48f6-81a0-65ddef708eec,If I Were A Monkey Book and Bashful Monkey,SmallBuy MeOut of StockOut of StockIf I Were A Monkey Book and Bashful Monkey $30.00 USD            (1),/us/if-i-were-a-monkey-book-and-bashful-monkey-setbb444m/,2023-12-14 14:26:25
103,f0a2690d-278c-41eb-9ee1-1646598296ad,Jollipop Cat,One Size  - 1720Buy MeOut of StockJollipop Cat $23.50 USD            (1),/us/jollipop-cat-jol3c/,2023-12-14 14:26:25
104,01e7d69a-4f31-4a86-bc54-035ca30bef81,Oakley Owl,One Size  - 162Buy MeOut of StockOakley Owl $32.50 USD            (4),/us/oakley-owl-oak2o/,2023-12-14 14:26:25
105,1af077d5-7d3a-4f7f-9843-7a417241d25e,Lapin Timide Veille Sur Tes Nuits & Bashful Cottontail Bunny,Medium - 236Buy MeOut of StockLapin Timide Veille Sur Tes Nuits & Bashful Cottontail Bunny $42.50 USD  ,/us/lapin-timide-veille-sur-tes-nuits-bashful-cottontail-bunny-setbk4mbf/,2023-12-14 14:26:25
106,ccdccf39-4e00-498e-8ae8-1922aca9a0c5,Fuddlewuddle Dragon,Huge Medium Buy MeOut of StockFuddlewuddle Dragon $27.50 USD            (82),/us/fuddlewuddle-dragon-fw6dg/,2023-12-14 14:26:25
107,a085f24b-89a0-41b1-9d53-78b605800dfb,Fossilly Stegosaurus,Medium Small Buy MeOut of StockFossilly Stegosaurus $35.00 USD            (23),/us/fossilly-stegosaurus-fos2steg/,2023-12-14 14:26:25
108,33121f4a-1f2c-4c20-acb1-c1621ef9df48,Bashful Petal Bunny,Medium Small Buy MeOut of StockBashful Petal Bunny $25.00 USD            (6),/us/bashful-petal-bunny-bas3pet/,2023-12-14 14:26:25
109,9baf49b9-1234-4265-8083-30a152818c9a,Jackson Husky,One Size Buy MeOut of StockOut of StockJackson Husky $32.50 USD            (2),/us/jackson-husky-jac3h/,2023-12-14 14:26:25
110,e0a8c92b-9fc8-49ea-970e-a286f33d9f3f,Bashful Tiger with Personalised Cream Jumper,Medium  - 225Buy MeOut of StockPersonalisedBashful Tiger with Personalised Cream Jumper $37.50 USD            (1),/us/bashful-tiger-with-personalised-cream-jumper-jumpcbas3tig/,2023-12-14 14:26:25
